,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Complex crisis in Colombia,"Socio-political,Conflict,Violence,Floods,Displacement",COL001,Colombia,COL,39.9,3.4,4.507,2.9,0.293,4.8,0.7823529411764706,0.06666666666666667,0.08837254901960784,0.056862745098039215,0.005745098039215686,4,4.4
Venezuela displacement in Colombia,Displacement,COL002,Colombia,COL,20.708,0.722,4.831,0,0,4.5,0.7885157261442388,0.02749219404462722,0.18395400198004722,0,0,3,3.75
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,0.906,0.047,0.18,0,0,2.1,0.7996469549867609,0.04148278905560459,0.1588702559576346,0,0,3,2.55
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,0.538,0.415,0.216,0.012,0,2.3,0.45516074450084604,0.35109983079526225,0.18274111675126903,0.01015228426395939,0,3,2.65
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,0.644,0,0.036,0,0,0.9,0.9456681350954479,0,0.05286343612334802,0,0,3,1.95
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,0.55,0.415,0.18,0.012,0,2.1,0.47536732929991354,0.35868625756266204,0.15557476231633535,0.010371650821089023,0,3,2.55
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,0.564,9.411,0.099,0,0,1.7,0.05598570577724836,0.9341870160810006,0.009827278141751042,0,0,2,1.85
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,44.683,0,0.262,0,0,2.4,0.9941706530203582,0,0.005829346979641784,0,0,1,1.7
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,0.049,0.084,0.09,0,0,1.6,0.21973094170403587,0.37668161434977576,0.40358744394618834,0,0,3,2.3
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,44.732,0.084,0.352,0,0,2.6,0.9903471484236628,0.0018597236981934113,0.0077931278781438185,0,0,1,1.8
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,9.339,7.431,0.873,0,0,3.2,0.5293317463016494,0.42118687298078555,0.04948138071756504,0,0,2,2.6
Syrian Refugee Crisis in Egypt,Displacement,EGY002,Egypt,EGY,13.989,0,0.145,0,0,1.9,0.9897410499504741,0,0.010258950049525966,0,0,1,1.45
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,5.009,0,1.2,0,0,3.5,0.8067321629892092,0,0.19326783701079078,0,0,3,3.25
Mixed migration flows in spain,Displacement,ESP002,Spain,ESP,11.988,0,0.146,0,0,1.9,0.9879676940827427,0,0.012032305917257293,0,0,1,1.45
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,26.782,70.834,25.9,0,0,5,0.21683020823213187,0.57348035881991,0.20968943294795817,0,0,3,4
International Displacement,Displacement,ETH003,Ethiopia,ETH,85.303,37.337,0.876,0,0,3.2,0.6906230771721882,0.3022847242462515,0.0070921985815602835,0,0,2,2.6
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,0,20.7,7,1.9,0.5,5,0,0.6877076411960132,0.23255813953488372,0.06312292358803986,0.016611295681063124,4,4.5
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,35.9,14.2,7.136,2.363,0.401,5,0.5983333333333334,0.23666666666666666,0.11893333333333334,0.03938333333333333,0.006683333333333334,3,4
Flood crisis in Gambia ,Floods,GMB002,Gambia,GMB,2.448,0,0.038,0.006,0,1.1,0.9823434991974318,0,0.015248796147672551,0.002407704654895666,0,1,1.05
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,0.245,0.141,0.019,0,0,0.5,0.6049382716049383,0.34814814814814815,0.04691358024691358,0,0,2,1.25
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,11.4,1.9,3.8,0,0,4.3,0.6666666666666666,0.1111111111111111,0.2222222222222222,0,0,3,3.65
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event,Cyclone",HND001,Honduras,HND,5.4,1.2,2.8,0,0,4.1,0.574468085106383,0.1276595744680851,0.2978723404255319,0,0,3,3.55
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,3.2,3.8,1.9,1.5,1,4.4,0.2807017543859649,0.3333333333333333,0.16666666666666666,0.13157894736842105,0.08771929824561403,5,4.7
Nippes Earthquake ,Earthquake,HTI002,Haiti,HTI,5.739,0.04,0.65,0,0,3,0.892673821745217,0.006221807435059885,0.10110437081972314,0,0,3,3
Displacement from Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,0.553,0,1.59,0,0,3.7,0.2580494633691087,0,0.7419505366308913,0,0,3,3.35
Papua Conflict,"Socio-political,Violence",IDN002,Indonesia,IDN,0,5.338,0.1,0,0,1.7,0,0.9816108863552777,0.018389113644722323,0,0,2,1.85
Conflict in Jammu and Kashmir,Socio-political,IND002,India,IND,12.541,x,x,x,x,x,1,x,x,x,x,x,x
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,21.943,0,0.78,2.1,0,4.1,0.8839785682633042,0,0.03142247109535511,0.08459896064134069,0,4,4.05
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,39.909,3.059,2.234,0.382,0.146,4.1,0.8726902976099363,0.06689116791673044,0.04885088889374822,0.008353195862762678,0.0031925827119459447,3,3.55
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,35.276,2.8,2.15,0.225,0.125,4,0.8693809148264984,0.06900630914826499,0.05298698738170347,0.005545149842271294,0.0030806388012618296,3,3.5
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,4.634,0.027,0.316,0.157,0.021,2.8,0.8984102365257852,0.0052345870492438926,0.061264055835595195,0.030438154323381157,0.00407134548274525,3,2.9
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,6.504,0,0.211,0,0,2.2,0.968722073279714,0,0.03142686922847781,0,0,1,1.6
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,6.869,1.062,0.622,0.155,0,3.2,0.7888148828663298,0.1219568213137345,0.07142857142857142,0.017799724391364263,0,3,3.1
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,0,12.012,3.698,1.212,0,4.5,0,0.7098451719654887,0.21853208840562582,0.07162273962888548,0,4,4.25
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,0.559,0,0.555,0,0,2.9,0.5017953321364452,0,0.4982046678635548,0,0,3,2.95
Drought in Kenya,Drought,KEN003,Kenya,KEN,0,12.48,3.143,1.212,0,4.4,0,0.7413567779493881,0.18670547701081144,0.07199714862777712,0,4,4.2
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,0.525,4.715,0.78,0.703,0.046,3.6,0.07755946225439504,0.6965578371989954,0.11523120106367263,0.10385581326636135,0.006795686216575565,4,3.8
Socioeconomic crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster",LBN004,Lebanon,LBN,0.525,3.035,1.889,1.275,0.046,4.2,0.07755946225439504,0.44836755798493133,0.27906633180676615,0.18835869404638794,0.006795686216575565,4,4.1
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,4.428,2.952,0.738,0.082,0,3.2,0.54,0.36,0.09,0.01,0,3,3.1
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,7.49,0,0.71,0,0,3.1,0.9134146341463415,0,0.08658536585365853,0,0,3,3.05
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,0,16.456,4,1.644,0.056,4.6,0,0.7427333453692002,0.18053800324968405,0.07420111933562015,0.002527532045495577,4,4.3
Drought in Lesotho,Drought,LSO002,Lesotho,LSO,0.821,1.166,0.32,0,0,2.5,0.3558734286952753,0.505418292154313,0.13870827915041178,0,0,3,2.75
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,37.459,0,0.021,0,0,0.5,0.9994397011739594,0,0.000560298826040555,0,0,1,0.75
DIsplacement from Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,0.11,0,0.66,0,0,3,0.14285714285714285,0,0.8571428571428571,0,0,3,3
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,28.141,1.122,0.364,0.014,0,2.6,0.9493303646729413,0.03785041999797591,0.012279458894174004,0.000472286880545154,0,2,2.3
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,0.189,0.35,0.177,0.014,0,2.1,0.2589041095890411,0.4794520547945205,0.24246575342465754,0.019178082191780823,0,3,2.55
Tropical Cyclones Season in 2022 in Madagascar,Cyclone,MDG006,Madagascar,MDG,28.683,0.772,0.188,0,0,2.1,0.9676146139054752,0.026043247984347064,0.0063421381101777825,0,0,1,1.55
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,117.806,0.513,0.094,0,0,1.6,0.9948654719881095,0.0043322580100325974,0.0007938250544699106,0,0,1,1.3
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,118.035,0.379,x,x,x,x,0.9967993649399565,0.003200635060043576,x,x,x,x,x
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,113.869,0.134,0.094,0,0,1.6,0.998001700307633,0.001174439292882372,0.0008238603994846491,0,0,1,1.3
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,14.769,0,3.4,2.7,0.2,4.7,0.700982486117044,0,0.16137453130191276,0.12815036309269542,0.009492619488347809,4,4.35
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,20.726,20.568,2.807,9.137,2.462,5,0.37210053859964093,0.36926391382405743,0.05039497307001795,0.1640394973070018,0.04420107719928187,4,4.5
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,2.3,0,0,1.553,0,3.7,0.5967825635703166,0,0,0.40295796574987025,0,4,3.85
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,5.4,0,0.777,2.065,0.151,4.1,0.6433933039437627,0,0.09257714762301918,0.24603836530442036,0.017991183128797807,4,4.05
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,13.025,20.568,2.03,5.519,2.311,5,0.29974915425862425,0.47333900996478956,0.046717142659885386,0.12701079327089038,0.053183899845810415,5,5
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,9.514,8.395,2.466,0.024,0,4,0.46639541153978137,0.41153978136183145,0.1208882788371979,0.001176528261189274,0,3,3.5
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,0,8.764,1.514,0.024,0,3.6,0,0.8507086002717918,0.1469617549990293,0.0023296447291788003,0,3,3.3
2022 Tropical Cyclone Seasons in Mozambique,Cyclone,MOZ008,Mozambique,MOZ,17.045,0,1.021,0,0,3.3,0.943484999446474,0,0.05651500055352596,0,0,3,3.15
Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,0,1.423,0.09,0,0,1.6,0,0.9405155320555189,0.059484467944481166,0,0,3,2.3
Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,2.045,1.435,0.796,0.083,0,3.2,0.46914429915118144,0.329203945859142,0.18261069052534984,0.01904106446432668,0,3,3.1
Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,7.637,6.99,4.502,0,0,4.4,0.3992367609388886,0.36541376966908884,0.2353494693920226,0,0,3,3.7
Tropical Cyclone Ana in Malawi,Cyclone,MWI004,Malawi,MWI,16.01,0.31,0.68,0,0,3.1,0.9417647058823531,0.018235294117647058,0.04,0,0,2,2.55
International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,0,9.907,0.183,0,0,2.1,0,0.9818632309217047,0.018136769078295343,0,0,2,2.05
Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,0.964,0.836,0.632,0.119,0,3.1,0.377891023128185,0.32771462171697374,0.24774598196785574,0.046648373186985496,0,3,3.05
Multiple crises in Niger,"Conflict,Displacement",NER001,Niger,NER,20.478,0.867,2.739,0.35,0.066,4.2,0.8358367346938775,0.03538775510204081,0.11179591836734694,0.014285714285714285,0.002693877551020408,3,3.6
Boko Haram in Niger,Conflict,NER002,Niger,NER,0,0.048,0.589,0.014,0.003,3,0,0.0732824427480916,0.899236641221374,0.021374045801526718,0.004580152671755725,3,3
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,3.64,0.45,1.599,0.304,0.057,3.8,0.6016528925619835,0.0743801652892562,0.264297520661157,0.05024793388429752,0.009421487603305785,4,3.9
Nigerian Refugees,Displacement,NER004,Niger,NER,3.402,0.368,0.551,0.032,0.006,3,0.7804542326221611,0.08442303280568937,0.1264051387933012,0.00734113328745125,0.0013764624913971094,3,3
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,194.183,7.66,12.538,4.389,0,5,0.8876125611372675,0.03501394158248389,0.05731133153540248,0.020062165744846185,0,3,4
Middle belt conflict,Violence,NGA003,Nigeria,NGA,13.837,0,1.528,0.168,0,3.7,0.8908704609837754,0,0.09837754313674994,0.010816379088333763,0,3,3.35
Boko Haram crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,0,7.651,4.6,3.8,0,4.9,0,0.4766681203663323,0.28658650551367515,0.23674537411999252,0,4,4.45
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,34.785,0,6.325,0.42,0,4.7,0.8375671185379596,0,0.1522958753702054,0.010112927692566998,0,3,3.85
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,12.59,0,0.085,0,0,1.5,0.9932938856015779,0,0.0067061143984220905,0,0,1,1.25
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,6.001,0.2,0,0,0,0,0.9677471375584583,0.032252862441541685,0,0,0,1,0.5
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,94.646,82.643,51.079,1.122,0,5,0.41242063889772496,0.3601174783976574,0.22257711698599933,0.004889123225949828,0,3,4
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,x,x,x,x,x,x,x,x,x,x,x,x,x
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,0,12.4,20.57,0.03,0,5,0,0.37575757575757573,0.6233333333333333,0.0009090909090909091,0,3,4
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,0.049,0.002,0.094,0,0,1.6,0.33793103448275863,0.013793103448275862,0.6482758620689655,0,0,3,2.3
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,23.278,8.381,1.7,0,0,3.7,0.697802691927216,0.25123654785814925,0.050960760214634734,0,0,3,3.35
Multiple crises in the Philippines,"Conflict,Cyclone,Violence",PHL001,Philippines,PHL,39.254,10.181,2.563,0,0,4,0.7549136505250202,0.19579599215354437,0.04929035732143544,0,0,2,3
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,26.139,0,0.113,0,0,1.8,0.9956955660521103,0,0.004304433947889685,0,0,1,1.4
Typhoon RAI,Cyclone,PHL010,Philippines,PHL,6.606,9.657,2.4,0,0,4,0.3539813524809774,0.5174686528775051,0.12860357946629514,0,0,3,3.5
Earthquake in Abra,Earthquake,PHL011,Philippines,PHL,6.509,0.525,0.05,0,0,1.2,0.9189608922772836,0.07412113511224058,0.007059155724975293,0,0,2,1.6
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,2.59,0,0.178,0.087,0,2.4,0.9071803852889667,0,0.06234676007005254,0.030472854640980734,0,3,2.7
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,0.36,0,6.947,0,0,4.7,0.04926782537293007,0,0.9507321746270699,0,0,3,3.85
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,0,15.12,4.97,5.459,0,5,0,0.5891062105509234,0.19364139328294241,0.21269383620353777,0,4,4.5
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,0,3.255,1.974,0.126,0,3.9,0,0.6078431372549019,0.3686274509803922,0.023529411764705882,0,3,3.45
Regional Boko Haram Crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",3.49,6.212,6.409,3.452,0.911,5,0.17046009573117124,0.30340920191462345,0.3130311614730878,0.16860408322750806,0.04449545765360945,4,4.5
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",149.809,37.651,26.943,0,0,5,0.6987294894637177,0.17560936931558474,0.12566580535629332,0,0,3,4
Regional Kashmir conflict,0,REG003,"India,Pakistan","IND,PAK",x,x,x,x,x,x,x,x,x,x,x,x,x
Syrian Regional Crisis,0,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",115.806,14.731,15.634,6.649,0.127,5,0.7571790982320327,0.0963162987760226,0.10222042054608223,0.043473428182864315,0.000830369285490114,3,4
Eastern Mediterranean Route ,0,REG006,"Türkiye,Greece","TUR,GRC",25.389,10.248,1.662,0.732,0,4,0.6675869685256764,0.2694643843180563,0.04370119113354895,0.01924745602271831,0,3,3.5
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",71.026,0,1.195,0,0,3.5,0.9834535661372731,0,0.016546433862726907,0,0,1,2.25
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",94.13,0,0.429,0,0,2.7,0.9954631499910109,0,0.004536850008989097,0,0,1,1.85
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",2.3,0,1.487,1.553,0,4.1,0.4306309679835237,0,0.2784122823441303,0.290769518816701,0,4,4.05
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",23.656,20.016,14.352,1.215,0,5,0.3993315214639005,0.3378855146103074,0.2422728270227384,0.02051013690305373,0,3,4
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",1.593,2.833,0.027,0,0,0.7,0.3578167115902965,0.6363432165318957,0.006064690026954178,0,0,2,1.35
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",35.9,34.635,15.738,5.702,0.614,5,0.387730856463981,0.37406847391726966,0.16997515930446053,0.06158332433308133,0.006631385678799007,4,4.5
Displacement from Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,5.049,0,1.392,0,0,3.6,0.783884489986027,0,0.21611551001397297,0,0,3,3.3
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,2.255,0,0.127,0,0,1.8,0.9518784297171803,0,0.05360911777121148,0,0,3,2.4
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,17.9,15.8,6.2,6.2,1.9,5,0.3729166666666667,0.32916666666666666,0.12916666666666668,0.12916666666666668,0.03958333333333333,4,4.5
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,0,11.864,1.143,0,0,3.4,0,0.9121242407934189,0.08787575920658107,0,0,3,3.2
Floods in Sudan ,Floods,SDN006,Sudan,SDN,47.651,0.21,0.139,0,0,1.9,0.9927291666666667,0.004375,0.002895833333333333,0,0,1,1.45
Violence in Darfur and Kordofan regions,Violence,SDN008,Sudan,SDN,3.379,5.725,2.98,4.16,0.9,4.8,0.1970951936537564,0.3339360709286048,0.17382174521698554,0.24265048996733551,0.052496500233317776,5,4.9
Drought in Senegal,Drought,SEN002,Senegal,SEN,12.806,3.681,0.757,0.013,0,3.1,0.7420326804960019,0.21329238613976126,0.043863715378375245,0.0007532738440143702,0,2,2.55
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,3.5,1.5,1.7,0,0,3.7,0.5223880597014925,0.22388059701492538,0.2537313432835821,0,0,3,3.35
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,0,9.819,5.32,2.18,0.301,4.8,0,0.5572961008002725,0.30194676201827575,0.12373006413530847,0.01708382995629718,4,4.4
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,2.66,0,0.034,0,0,0.9,0.9873793615441723,0,0.012620638455827766,0,0,1,0.95
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,0,3.5,5.921,2.892,0.087,4.9,0,0.28225806451612906,0.4775,0.2332258064516129,0.0070161290322580646,4,4.45
2022 seasonal floods in South Sudan,Floods,SSD003,South Sudan,SSD,6.907,0,0.909,0,0,3.3,0.8837001023541453,0,0.11629989764585466,0,0,3,3.15
Displacement from Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,1.571,0,0.867,0,0,3.2,0.6443806398687448,0,0.3556193601312551,0,0,3,3.1
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,0.477,0.438,0.222,0.037,0,2.4,0.40630323679727426,0.3730834752981261,0.1890971039182283,0.03151618398637138,0,3,2.7
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,0,7.14,9.6,4.9,0.06,5,0,0.32903225806451614,0.4423963133640553,0.22580645161290322,0.0027649769585253456,4,4.5
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,9.175,1.207,0.715,1.91,3.525,4.6,0.5462284931833066,0.07185806989343335,0.042567125081859856,0.11371078168720605,0.20985890337560278,5,4.8
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,0.277,0,0,0,0.827,3.2,0.2509057971014493,0,0,0,0.7490942028985508,5,4.1
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,1.939,0,0,0,1.248,3.5,0.608409162221525,0,0,0,0.39159083777847503,5,4.25
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,1.167,0,0,0.631,0.65,3.5,0.47671568627450983,0,0,0.2577614379084967,0.26552287581699346,5,4.25
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,0,0.02,0.011,0.006,0.001,0.4,0,0.5263157894736842,0.2894736842105263,0.15789473684210525,0.02631578947368421,4,2.2
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,3.709,0,0.091,0,0,1.6,0.9760526315789474,0,0.02394736842105263,0,0,1,1.3
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,3.458,x,x,x,x,x,1,x,x,x,x,x,x
