Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Lake Chad basin crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,157918,16100000,16100000,4649000,x,1529500,1348,x,x,#N/A,x,2000000,5800000,5900000,2200000,200000,4,x,800000,1.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,3.0
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,237708,42748000,23239000,690000,x,x,1714,x,x,#N/A,49,19508000,15815000,6994000,431000,0,5,x,x,1.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,108869,12675000,87000,87000,x,x,x,x,x,#N/A,x,12588000,0,87000,x,x,2,x,x,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,120340,7198000,250000,250000,x,x,3,x,x,#N/A,x,6948000,250000,x,x,x,x,x,x,2.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
Karnali Earthquake,Earthquake,NPL003,Nepal,NPL,91315,11972000,1634000,58000,364,x,153,35489,26550,#N/A,x,10338000,1384000,250000,0,0,4,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,770880,239633000,94415000,3598000,12900,x,1274,1200000,805000,#N/A,x,145218000,73815000,18503000,2097000,0,5,x,x,2.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,3.0
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,13297,4179000,x,x,x,x,2,x,x,#N/A,x,4179000,x,x,x,x,3,x,x,2.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,3.0
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,669831,33000000,33000000,300000,12900,0,1739,1200000,805000,#N/A,0,0,12400000,20570000,30000,0,1,#N/A,#N/A,2.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,3.0
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,74180,58000,58000,58000,x,x,8,x,x,#N/A,x,0,23000,36000,0,0,2,x,x,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,189315,34050000,14621000,1610000,x,x,4,x,x,#N/A,x,19429000,13611000,1010000,0,x,3,x,x,0.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,99949,26252000,145000,145000,x,x,217,x,x,#N/A,x,26108000,0,145000,x,x,4,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,63679,4566000,265000,31000,x,x,178,x,x,#N/A,x,4302000,233000,31000,x,x,4,x,x,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Displacement from Russia-Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,306100,37778000,957000,957000,x,x,0,0,0,#N/A,x,36822000,0,957000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,120410,26172000,26172000,34000,x,x,0,x,x,#N/A,x,0,15254000,4970000,5459000,0,1,x,x,1.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,3.0
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,6025,5552000,4721000,6542000,81637,x,32926,546,80528,#N/A,x,831000,1594000,1031000,977000,1180000,5,x,x,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
Conflict in West Bank,"Conflict,Displacement,Socio-political,Violence",PSE003,Palestine,PSE,5660,3326000,2494000,2967000,6627,x,455,x,10528,#N/A,x,831000,1594000,756000,108000,36000,5,x,x,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0
Conflict in Gaza,"Conflict,Displacement,Socio-political,Violence",PSE004,Palestine,PSE,365,2227000,2227000,3575000,75010,x,32471,546,70000,#N/A,x,0,0,275000,869000,1144000,5,x,x,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
Lake Chad basin regional crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",368971,21538000,11099000,5381000,1,x,1854,0,4300,#N/A,5200000,10439000,0,5819000,4406000,874000,5,x,800000,1.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5811256,214402000,64593000,11996000,x,x,512,x,x,#N/A,x,149809000,37651000,26943000,0,0,5,x,x,2.0,3.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0
Syrian Regional Crisis,0,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",566255,96540000,34478000,24720000,x,x,2554,x,x,#N/A,x,62062000,13930000,14167000,6254000,127000,5,#N/A,x,1.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,1.0
Eastern Mediterranean Route ,0,REG006,"Türkiye,Greece","TUR,GRC",150195,16386000,854000,492000,x,x,16,x,x,#N/A,x,15532000,374000,459000,21000,0,2,x,x,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",4600608,124378000,1275000,1275000,x,x,555,x,x,#N/A,x,123103000,0,1275000,x,x,4,x,x,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",3327774,131605000,354000,354000,x,x,187,x,x,#N/A,x,131251000,0,354000,x,x,4,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",37508,4993000,4993000,1291000,x,x,641,x,x,#N/A,x,0,1800000,1697000,1495000,0,4,x,x,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",1995949,80160000,62317000,423000,2242,333561,3120,437,437,#N/A,228,17843000,48267000,13603000,447000,0,5,#N/A,#N/A,2.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",33014,3060000,508000,142000,250,x,562,x,x,#N/A,x,2552000,353000,154000,0,0,2,x,x,2.0,3.0,2.0,0.0,3.0,2.0,2.0,3.0,2.0
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",1955270,109713000,62122000,2494000,4893,59766,174,x,x,#N/A,7852053,47591000,37087000,24055000,980000,0,5,x,x,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0
Turkiye / Syria earthquake,Earthquake,REG015,"Türkiye,Syria","TUR,SYR",155377,27000000,17900000,3123000,0,x,0,308000,10600,#N/A,x,9100000,14723000,3021000,150000,6000,5,x,x,1.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,1.0
Displacement from Russia-Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,238396,19124000,77000,77000,x,x,0,0,0,#N/A,x,19047000,0,77000,x,x,2,x,x,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Displacement from Russia-Ukraine conflict in Russia,"Conflict,Displacement",RUS002,Russia,RUS,16376870,145450000,1213000,1213000,x,x,0,x,x,#N/A,x,144237000,0,1213000,0,0,2,x,x,1.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,20524,2517000,135000,135000,x,x,x,0,0,#N/A,0,2382000,0,135000,0,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,1840687,49800000,49800000,11700000,6000,x,6396,48200,24800,#N/A,14851,0,25117000,10485000,8970000,5228000,5,x,x,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,89263,14770000,14770000,962000,x,x,12,x,x,#N/A,x,0,13676000,650000,218000,226000,2,#N/A,#N/A,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0
Drought in Senegal,Drought,SEN002,Senegal,SEN,196710,18032000,3021000,4000,0,0,15,0,0,#N/A,x,15012000,2707000,314000,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,20720,6300000,1115000,73000,x,x,24,x,x,#N/A,x,5185000,0,446000,669000,0,3,x,x,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,627340,16900000,16900000,7766000,608,1800000,4241,x,x,#N/A,x,0,10000000,3450000,2156000,1294000,5,x,x,1.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,98924,2694000,38000,38000,x,x,9,0,0,#N/A,0,2656000,0,38000,x,x,1,x,x,1.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,3.0
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,644329,12777000,12777000,7026000,x,2141832,427,x,x,#N/A,14369,0,3777000,9000000,x,x,5,x,1500000,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0
Displacement from Russia-Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,48080,5549000,117000,117000,x,x,0,x,x,#N/A,x,5432000,0,117000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,17200,1188000,714000,x,0,0,0,#N/A,#N/A,#N/A,#N/A,475000,431000,268000,15000,0,1,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,185180,23460000,23460000,15254000,x,x,1793,x,x,#N/A,x,0,7583000,11605000,4157000,116000,5,x,1160000,1.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0
Türkiye / Syria earthquake in Syria,Earthquake,SYR002,Syria,SYR,57285,13578000,8800000,2700000,11200,x,0,10000,10600,#N/A,x,4778000,8223000,421000,150000,6000,5,x,x,1.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,1284000,18294000,5373000,1575000,x,x,32,x,x,#N/A,x,12921000,0,2531000,1744000,1098000,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0
Lake Chad basin crisis,Conflict,TCD003,Chad,TCD,22320,908000,771000,260000,x,x,12,x,x,#N/A,x,137000,0,0,146000,626000,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,148765,3449000,1261000,206000,x,x,13,x,0,#N/A,x,2188000,0,0,0,1261000,2,x,x,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,374096,2509000,1434000,1109000,x,x,7,x,0,#N/A,x,1076000,0,0,0,1434000,2,x,x,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,12012,342000,91000,91000,0,x,0,x,x,#N/A,x,252000,0,91000,0,0,1,x,x,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0
Food Security Crisis in Timor-Leste,Food Security,TLS003,Timor Leste,TLS,14950,1359000,909000,0,0,x,0,x,x,#N/A,x,450000,549000,341000,19000,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,5130,1531000,212000,36000,x,x,0,x,x,#N/A,x,1319000,174000,26000,0,0,3,x,x,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,163610,12520000,83000,83000,x,x,555,0,0,#N/A,x,12437000,0,83000,x,x,4,x,x,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,333028,52050000,16707000,7853000,x,x,29,x,x,#N/A,x,35343000,11662000,4791000,254000,0,5,x,x,1.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,1.0
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,203090,42290000,6941000,3333000,x,x,0,0,0,#N/A,x,35350000,4788000,1919000,233000,0,3,x,x,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,140419,15736000,666000,320000,x,x,1,0,0,#N/A,x,15070000,374000,271000,21000,0,3,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,81458,5833000,x,1200000,x,x,0,x,x,#N/A,x,x,x,x,x,x,3,x,x,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0
Türkiye / Syria earthquake in Türkiye,Earthquake,TUR005,Türkiye,TUR,98092,13422000,9100000,3000000,107204,x,0,3273605,298000,#N/A,34000000000,4322000,6500000,2600000,x,x,3,x,x,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,441435,22102000,18126000,243000,x,x,0,x,x,#N/A,x,3976000,16983000,1143000,0,0,2,x,x,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,187103,15015000,15015000,243000,0,x,0,x,x,#N/A,x,0,14772000,243000,x,x,2,x,x,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,357159,7087000,3111000,x,x,x,0,x,x,#N/A,x,3976000,2211000,900000,0,0,2,x,x,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,26513,7488000,1645000,1645000,x,x,x,x,x,#N/A,x,5843000,0,1645000,x,x,2,#N/A,#N/A,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
Russia-Ukraine conflict,"Conflict,Displacement",UKR002,Ukraine,UKR,603628,38397000,21379000,13851000,2715,x,11736,x,x,#N/A,486000000000,17018000,3810000,11420000,1406000,4744000,2,x,x,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,882050,28302000,16981000,7700000,x,x,262,x,x,#N/A,x,11612000,8990000,3990000,3710000,0,5,x,x,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,527970,32900000,27900000,6177000,1037,35674,4063,x,x,#N/A,x,5000000,6300000,8200000,7300000,6100000,5,x,x,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,46890,6341000,380000,380000,234,35674,87,x,x,#N/A,x,5961000,80000,76000,148000,76000,2,x,x,0.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,752618,9127000,8553000,x,0,20768,702,0,0,#N/A,x,3265000,3825000,1979000,58000,0,3,x,x,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,386850,16921000,16921000,24000,0,27055,603,x,x,#N/A,x,0,13721000,3200000,x,x,4,x,x,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0
