,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Area affected - absolute,% of total area affected,Area affected - relative,Area affected,People living in the affected area - absolute,% of total population living in the affected area,People living in the affected area - relative,People in the affected area,Geographical,People affected - absolute,% of people affected on the total population exposed,People affected - relative,People affected,People displaced - absolute,% of total population displaced on the  ,People displaced - relative,People displaced,Fatalities - absolute,% of fatalities on the total population affected,Fatalities (relative),Crisis related fatalities,People affected by categories,Human
Floods in Sudan ,Flood,SDN006,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,0.9267241379310345,4.6,4.8,4.6,2.4,0.020581395348837208,0.1,1.25,3.8,0.5423728813559322,5,4.4,3.1,0.0001751412429378531,5,4.1,4.3,3.1
Refugees from Ethiopia,International displacement,SDN007,Sudan,SDN,3.8,0.07575757575757576,0.3,2.05,3.8,0.2980603448275862,1.5,2.65,2.4,4.4,1,5,4.7,2.6,0.004916847433116414,0.2,1.4,0,0,0,0,0.7,3.3
Violence West-Darfur,Other type of violence,SDN008,Sudan,SDN,3.2,0.03344276094276094,0.1,1.6500000000000001,0.9,0.039633620689655175,0.1,0.5,1.1,2.9,1,5,3.95,3.2,0.09189777052746058,3.1,3.2,4.1,0.00038172920065252853,5,4.6,4,4
Drought in Senegal,Drought,SEN002,Senegal,SEN,3.8,1,5,4.4,4.1,1,5,4.55,4.5,3.3,0.1907953797354719,0.9,2.1,x,x,x,x,0,0,0,0,0,1.2
Complex crisis in El Salvador,Complex crisis,SLV001,El Salvador,SLV,2.2,1,5,3.6,2.8,1,5,3.9,3.8,2.7,0.208955223880597,1,1.85,3.8,0.3242857142857143,5,4.4,4.1,0.0005257142857142857,5,4.6,4.5,3.5
Complex crisis in Somalia,Complex crisis,SOM001,Somalia,SOM,4.7,1,5,4.85,3.6,1,5,4.3,4.6,4.3,1,5,4.65,5,0.34772357723577235,5,5,4.5,0.00012121951219512195,5,4.8,4.9,4.8
Mixed Migration Flows in Somalia,International displacement,SOM002,Somalia,SOM,2.4,0.04596550514872318,0.1,1.25,0.4,0.10747967479674797,0.5,0.45,0.9,0,0.018910741301059002,0,0,2,1,5,3.5,2.8,0.00364,5,3.9,3.7,2.3
Floods in Somalia,Flood,SOM004,Somalia,SOM,3.7,0.2789603723658622,1.3,2.5,1.6,0.24788617886178863,1.2,1.4,2,1.8,0.13119055428009183,0.6,1.2,2.9,0.2525,5,4,2.2,8.75e-05,4.4,3.3,3.7,2.7
Complex crisis in South Sudan,Complex crisis,SSD001,South Sudan,SSD,4.7,0.9994893912892326,5,4.85,3.6,1,5,4.3,4.6,4.3,1,5,4.65,5,0.3797175866495507,5,5,4.4,9.644843816859221e-05,4.8,4.6,4.8,4.7
Food Security Crisis in Eswatini,Food Security,SWZ001,Eswatini,SWZ,2.1,1.0002325581395348,5,3.55,0.2,0.9741379310344828,4.9,2.5500000000000003,3.1,2.3,0.6911504424778762,3.4,2.8499999999999996,0,0,0,0,x,x,x,x,0,1.6
Syrian conflict,Complex crisis,SYR001,Syria,SYR,3.8,1.008440886565376,5,4.4,4.1,1,5,4.55,4.5,4.6,1,5,4.8,5,0.8862285714285715,5,5,5,0.0001829142857142857,5,5,5,4.9
Complex crisis in Chad,Multiple crises country,TCD001,Chad,TCD,5,1,5,5,4.1,1,5,4.55,4.8,4,0.4528784902065845,2.2,3.1,4.3,0.12659392664650979,4.2,4.3,3.3,2.9052188773498094e-05,1.5,2.4,3.5,3.3
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,2.2,0.015815597204574334,0,1.1,0,0.04084062630231589,0.2,0.1,0.6,2.2,1,5,3.6,3.7,0.6020408163265306,5,4.4,2.6,0.00010349854227405248,5,3.8,4.1,3.9
CAR refugees in Chad,International displacement,TCD004,Chad,TCD,3.6,0.12279463151207115,0.5,2.05,2.2,0.2652854676430315,1.3,1.75,1.9,2.5,0.2253141831238779,1.1,1.8,3.2,0.17231075697211157,5,4.1,x,x,x,x,4.1,3.2
Darfur refugees in Chad,International displacement,TCD005,Chad,TCD,3.9,0.16333465692503177,0.7,2.3,1.4,0.15342025361671727,0.7,1.0499999999999998,1.7,2.6,0.4357780364765231,2.2,2.4000000000000004,3.7,0.3303650934995548,5,4.4,2,2.226179875333927e-05,1.1,1.6,3.3,2.9
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,3.9,0.17471410419313851,0.8,2.35,0,0.002262308745609335,0,0,1.3,0.1,1,5,2.55,x,x,x,x,0.9,0.00010526315789473685,5,3,3,2.8
Multiple situations in Thailand,Multiple crises country,THA001,Thailand,THA,2.5,0.059390475444812,0.2,1.35,1.8,0.05365809407175579,0.2,1,1.2,3.4,1,5,4.2,2.8,0.025922795153564385,0.9,1.9,2.6,1.7751479289940828e-05,0.9,1.8,1.9,3.3
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,2.1,0.035878564857405704,0.1,1.1,1.8,0.05228224550581334,0.2,1,1.1,3.4,1,5,4.2,x,x,x,x,2.6,1.8218623481781378e-05,0.9,1.8,1.8,3.2
Myanmar refugees in Thailand,International displacement,THA003,Thailand,THA,0,1.7616316623930788e-05,0,0,0,0.001390967780952813,0,0,0,0.8,1,5,2.9,2.8,1,5,3.9,x,x,x,x,3.9,3.4
Tropical Cyclone Seroja,Tropical cyclone,TLS002,Timor Leste,TLS,2,1,5,3.5,0.4,1,5,2.7,3.1,0,0.025522041763341066,0.1,0.05,0.4,0.06060606060606061,2,1.2,2.4,0.0013636363636363637,5,3.7,2.7,1.6
Venezuelan refugees in Trinidad and Tobago,International displacement,TTO002,Trinidad and Tobago,TTO,1.2,1,5,3.1,0.5,0.9965635738831615,5,2.75,2.9,0.5,0.041379310344827586,0.2,0.35,2.5,1,5,3.8,2.5,0.001,5,3.8,3.8,2.4
Mixed migration flows in Tunisia,International displacement,TUN002,Tunisia,TUN,3.7,1,5,4.35,3.6,1,5,4.3,4.3,x,x,x,x,x,x,x,x,4.1,x,x,4.1,4.1,4.1
Complex situation in Turkey,Multiple crises country,TUR001,Turkey,TUR,4.3,0.49234437327027275,2.4,3.3499999999999996,5,0.6425865995445283,3.2,4.1,3.8,3.8,0.10822405849545802,0.5,2.15,5,0.6897621509824199,5,5,3,2.257842123405722e-05,1.1,2.1,4,3.2
Syrian Refugees in Turkey,International displacement,TUR002,Turkey,TUR,3.5,0.1715473669165703,0.8,2.15,5,0.4333932638139758,2.1,3.55,2.9,3.7,0.15161236794070468,0.7,2.2,5,0.6716526815031011,5,5,x,x,x,x,5,4
Mixed Migration Flows in Turkey,International displacement,TUR003,Turkey,TUR,3.7,0.23063550017540896,1.1,2.4000000000000004,5,0.4509888529306005,2.2,3.6,3.1,3.8,0.15420188167756338,0.7,2.25,5,0.6897621509824199,5,5,2.2,6.204756980351603e-06,0.3,1.3,3.8,3.1
Kurdish Conflict,Conflict,TUR004,Turkey,TUR,3.8,0.25413120590413574,1.2,2.5,3.7,0.1555076111710416,0.7,2.2,2.4,x,x,x,x,x,x,x,x,2.8,x,x,2.8,2.8,2.8
International Displacement in Tanzania,International displacement,TZA002,Tanzania,TZA,3.8,0.21110860239331677,1,2.4,3.5,0.19627618308766487,0.9,2.2,2.3,1.6,0.02520860781730347,0.1,0.8500000000000001,3.5,1,5,4.3,0,0,0,0,2.8,1.9
International Displacement in Uganda,International displacement,UGA005,Uganda,UGA,3,0.3324456413325354,1.6,2.3,2.9,0.185143710339679,0.9,1.9,2.1,2.8,0.1928763440860215,0.9,1.8499999999999999,4.5,1,5,4.8,x,x,x,x,4.8,3.7
Conflict in Ukraine,Conflict,UKR002,Ukraine,UKR,2.9,0.09184691605240898,0.4,1.65,2.7,0.14995008794029566,0.7,1.7000000000000002,1.7,3.7,0.8559201141226819,4.3,4,4.5,0.27,5,4.8,0.7,5.555555555555555e-07,0,0.4,3.3,3.7
La Soufrière Volcano Eruption,Volcano,VCT002,St. Vincent and the Grenadines,VCT,0,0.5871794871794872,2.9,1.45,0,0.3333333333333333,1.6,0.8,1.1,0,0.5405405405405406,2.7,1.35,1.6,0.65,5,3.3,0,0,0,0,2,1.7
Complex crisis in Venezuela,Complex crisis,VEN001,Venezuela,VEN,4.9,1,5,4.95,4.8,1,5,4.9,4.9,4.9,1,5,4.95,5,0.1985626732817744,5,5,5,0.00030107252298263533,5,5,5,5
Conflict in Yemen,Complex crisis,YEM001,Yemen,YEM,4.5,1,5,4.75,5,1,5,5,4.9,5,1,5,5,5,0.12928666084876692,4.3,4.7,5,0.0003201784155919713,5,5,4.9,5
Mixed migration flows in Yemen,International displacement,YEM002,Yemen,YEM,0.2,0.002348618292706025,0,0.1,5,1,5,5,3.5,1.1,0.004428068134070267,0,0.55,3.8,3.0802919708029197,5,4.4,2.6,0.00046715328467153287,5,3.8,4.1,2.7
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.4,0.603166574745423,3,3.7,2.8,0.38518311434162705,1.9,2.3499999999999996,3.1,3.6,0.6333284947016984,3.1,3.35,0,0,0,0,x,x,x,x,0,2
Complex crisis in Zimbabwe,Complex crisis,ZWE001,Zimbabwe,ZWE,4.3,0.9999922450562233,5,4.65,3.9,1,5,4.45,4.6,3.9,0.46432229429839533,2.3,3.0999999999999996,1.9,0.003088235294117647,0.1,1,1.7,2.2058823529411763e-06,0.1,0.9,1,2.2
