Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Complex crisis in Afghanistan,"Conflict,Violence,Displacement,Drought,Earthquake,Socio-political",AFG001,Afghanistan,AFG,652867,43100000,37600000,21046000,2949,x,2076,x,x,#N/A,13114,5500000,9200000,13700000,14700000,0,5,x,x,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0
Earthquake in Khost and Paktika,Earthquake,AFG005,Afghanistan,AFG,23751,1846000,362000,x,4429,x,1039,x,x,#N/A,x,1484000,0,362000,0,0,2,#N/A,#N/A,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0
Drought in South-West Angola,Drought,AGO002,Angola,AGO,1246700,2750000,2267000,0,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,483000,683000,1167000,417000,0,1,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Nagorno-Karabakh Conflict in Armenia,"Conflict,Displacement",ARM002,Armenia,ARM,4399,1626000,34000,27000,x,x,10,x,x,#N/A,x,1593000,7000,27000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nagorno-Karabakh conflict in Azerbaijan,"Conflict,Displacement",AZE002,Azerbaijan,AZE,31560,2826000,2826000,90000,x,x,5,x,x,#N/A,x,0,2826000,0,0,0,3,x,x,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Complex in Burundi,"Violence,Displacement,Floods",BDI001,Burundi,BDI,25680,13000000,13000000,631000,x,283000,142,x,x,#N/A,444,6981000,3660000,1692000,108000,0,5,x,x,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
Conflict in Burkina Faso,"Conflict,Displacement,Violence",BFA002,Burkina Faso,BFA,166000,3832000,3832000,1975000,x,x,2015,x,x,#N/A,x,0,0,1767000,1976000,89000,4,x,x,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0
Rohingya refugee crisis,"Conflict,Violence,Displacement",BGD002,Bangladesh,BGD,730.46,1496000,1496000,955000,0,0,24,x,x,#N/A,x,0,0,1496000,0,0,3,0,0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
Country level Brazil,"Displacement,Floods",BRA001,Brazil,BRA,8358140,135053000,476000,642000,x,x,3104,x,x,#N/A,x,134576000,161000,316000,0,0,5,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Venezuela displacement in Brazil,Displacement,BRA002,Brazil,BRA,8358140,73043000,407000,604000,x,x,x,x,x,#N/A,x,72637000,108000,298000,0,0,5,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Floods in rainy season 2022,Floods,BRA003,Brazil,BRA,8358140,52842000,70000,18000,x,x,16,x,x,#N/A,x,52772000,52000,18000,0,0,5,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Complex crisis in CAR,"Conflict,Displacement",CAF001,CAR,CAF,622980,6091000,6091000,1254000,17,x,270,x,x,#N/A,x,0,2665000,2649000,778000,0,4,x,x,1.0,3.0,2.0,2.0,0.0,2.0,3.0,1.0,3.0
Venezuela displacement in Chile,Displacement,CHL002,Chile,CHL,743532,19116000,11650000,562000,x,x,1,x,x,#N/A,x,7467000,11169000,481000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
Multiple crises in Cameroon,"Conflict,Displacement",CMR001,Cameroon,CMR,440640,27600000,3755000,2023000,150,x,391,x,x,#N/A,x,23845000,0,2072000,1683000,0,3,x,x,1.0,3.0,3.0,0.0,2.0,3.0,3.0,1.0,3.0
Boko Haram in Cameroon,Conflict,CMR002,Cameroon,CMR,34263,3803000,1246000,385000,x,x,116,x,x,#N/A,5.2,2557000,0,166000,1080000,0,3,x,x,1.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0
Anglophone Crisis in Cameroon,Conflict,CMR003,Cameroon,CMR,89005,13474000,2034000,598000,x,x,179,x,x,#N/A,x,11439000,0,1431000,603000,0,3,x,377500,1.0,3.0,3.0,0.0,2.0,3.0,3.0,1.0,3.0
CAR refugees in Cameroon,"Conflict,Displacement",CMR004,Cameroon,CMR,201932,5658000,475000,347000,0,x,21,0,0,#N/A,x,5183000,0,475000,0,0,3,x,x,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0
Complex crisis in DRC,"Conflict,Displacement,Socio-political",COD001,DRC,COD,2344860,108584000,26429000,9265000,x,x,2363,x,x,#N/A,1700,82155000,529000,10300000,10800000,4800000,5,x,x,1.0,3.0,3.0,1.0,0.0,3.0,3.0,1.0,3.0
Complex crisis in Congo,Conflict,COG001,Congo,COG,341500,655000,280000,26000,x,x,15,x,x,#N/A,x,375000,239000,36000,4000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Complex crisis in Colombia,"Socio-political,Conflict,Violence,Floods,Displacement",COL001,Colombia,COL,1109500,51000000,11100000,5235000,282,x,886,x,x,#N/A,x,39900000,3400000,4507000,2900000,293000,3,x,x,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0
Venezuela displacement in Colombia,Displacement,COL002,Colombia,COL,1109500,26262000,5554000,2478000,x,x,x,x,x,#N/A,x,20708000,3654000,1900000,0,0,3,x,x,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,4462,1133000,227000,180000,x,x,x,x,x,#N/A,x,906000,47000,180000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,23180,1182000,659000,52000,x,x,10,x,x,#N/A,x,523000,415000,232000,12000,0,5,x,x,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,7300,681000,52000,52000,x,x,10,x,x,#N/A,x,629000,0,52000,0,0,1,x,x,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,23180,1182000,607000,x,x,x,x,x,x,#N/A,x,575000,415000,180000,12000,0,5,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,48310,10074000,9510000,115000,x,x,x,x,x,#N/A,x,564000,9409000,102000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,2381741,45341000,262000,262000,x,x,318,x,x,#N/A,x,45079000,0,262000,0,0,4,x,x,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,159000,223000,174000,x,x,x,4,x,x,#N/A,x,49000,84000,90000,0,0,2,0,0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,2381000,45564000,436000,262000,x,x,339,x,x,#N/A,x,45129000,84000,352000,0,0,3,x,x,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,248360,17643000,8304000,803000,x,x,9,x,x,#N/A,x,9339000,7431000,873000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
Syrian Refugee Crisis in Egypt,Displacement,EGY002,Egypt,EGY,91071.77,14134000,145000,145000,x,x,0,x,x,#N/A,x,13989000,0,145000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,101000,3724000,1100000,336000,0,x,0,x,x,#N/A,x,2624000,0,1100000,0,0,5,x,x,3.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0
Mixed migration flows in spain,Displacement,ESP002,Spain,ESP,100000,12156000,139000,139000,x,x,341,x,x,#N/A,x,12018000,0,139000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,1128571,125343000,86079000,4256000,x,2700000,2724,x,x,#N/A,4500000,39264000,59795000,13884000,11195000,1205000,4,x,10000,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
International Displacement,Displacement,ETH003,Ethiopia,ETH,1128571,124574000,41979000,884000,x,x,x,x,x,#N/A,x,82595000,41095000,884000,0,0,3,0,0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,299000,30100000,30100000,2600000,x,492800,817,#N/A,#N/A,#N/A,#N/A,0,16700000,3700000,9200000,500000,4,0,210000,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,784300,60000000,24100000,772000,x,2206719,24,x,x,#N/A,4500000,35900000,12100000,9300000,1995000,705000,3,x,x,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0
Flood crisis in Gambia ,Floods,GMB002,Gambia,GMB,11300,2492000,44000,0,x,x,1,x,x,#N/A,x,2448000,0,38000,6000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,3364,405000,160000,160000,0,x,2,x,x,#N/A,x,245000,141000,19000,0,0,2,x,x,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,107160,17300000,5700000,242000,x,7505,599,56769,33,#N/A,367600000,11400000,700000,5000000,0,0,5,x,x,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event,Cyclone",HND001,Honduras,HND,111890,9600000,4000000,247000,x,3232,675,414,414,#N/A,2258000000,5400000,800000,3200000,0,0,3,x,x,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,27560,11400000,8200000,96000,13017,x,2457,77006,53093,#N/A,1500000000,3200000,3800000,1900000,1500000,1000000,5,x,x,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0
Nippes Earthquake ,Earthquake,HTI002,Haiti,HTI,12851,6429000,690000,17000,12763,x,2248,83858,53815,#N/A,1500000000,5739000,40000,650000,0,0,3,x,x,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0
Displacement from Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,5936,587000,34000,34000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,553000,0,34000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua Conflict,"Socio-political,Violence",IDN002,Indonesia,IDN,421991,5438000,5438000,100000,x,x,27,x,x,#N/A,x,0,5338000,100000,0,0,4,x,x,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0
Country Level,"Earthquake,Socio-political,Violence",IDN007,Indonesia,IDN,435319,22299000,7238000,162000,2000,#N/A,365,#N/A,#N/A,#N/A,#N/A,15061000,7076000,162000,0,0,4,x,x,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0
Earthquake in West Java province,Earthquake,IDN008,Indonesia,IDN,13328,16861000,1800000,73000,7700,#N/A,338,#N/A,#N/A,#N/A,#N/A,15061000,1738000,62000,0,0,4,#N/A,#N/A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Conflict in Jammu and Kashmir,Socio-political,IND002,India,IND,222236,12541000,x,x,x,x,97,x,x,#N/A,x,12541000,x,x,x,x,x,x,x,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,239561,24823000,4477000,4477000,x,x,x,x,x,#N/A,x,20346000,0,1377000,3100000,0,2,x,x,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,383312,45729000,5822000,8514000,x,x,1897,x,x,#N/A,133900,39906000,3062000,2233000,381000,146000,5,1500000,300000,0.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,383312,40576000,5300000,8252000,x,x,1897,x,x,#N/A,133900,35276000,2800000,2150000,225000,125000,5,1500000,300000,0.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,38650,5154000,522000,260000,x,x,0,x,0,#N/A,x,4631000,30000,315000,156000,21000,5,x,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,41055,6651000,248000,248000,x,x,549,x,0,#N/A,x,6404000,0,248000,0,0,3,x,x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,40463,8708000,1839000,1319000,x,x,0,x,x,#N/A,x,6869000,1062000,622000,155000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,581874,24775000,24775000,661000,x,1000538,x,0,0,#N/A,0,0,19229000,4772000,774000,0,2,0,0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,38244,1220000,661000,661000,x,1112393,x,0,0,#N/A,0,559000,0,661000,0,0,2,0,x,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
Drought in Kenya,Drought,KEN003,Kenya,KEN,543630,24684000,24684000,x,x,1112393,x,0,0,#N/A,0,0,19799000,4111000,774000,0,2,0,0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,10450,6769000,6246000,1531000,x,0,x,x,x,#N/A,x,523000,4715000,781000,704000,46000,2,x,x,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
Socioeconomic crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster",LBN004,Lebanon,LBN,10450,6769000,6246000,x,x,x,13,x,x,#N/A,x,523000,3035000,1890000,1275000,46000,3,x,x,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,1759540,6860000,6860000,1556000,x,x,642,x,x,#N/A,x,0,5831000,1005000,24000,0,7,198000,633000,1.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,1759540,6860000,726000,726000,x,x,549,x,x,#N/A,x,6134000,0,726000,0,0,4,79000,229000,1.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,62705,22156000,22156000,0,2,#N/A,2,#N/A,#N/A,#N/A,#N/A,0,15156000,3600000,3382000,18000,1,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Food security crisis in Lesotho,Food Security,LSO003,Lesotho,LSO,25760,1485000,830000,x,x,x,x,x,x,#N/A,x,655000,511000,319000,0,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,446300,37694000,21000,21000,x,x,341,0,0,#N/A,0,37673000,0,21000,0,0,4,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
DIsplacement from Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,1595,218000,109000,109000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,110000,0,109000,0,0,2,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,581800,30038000,4786000,43000,x,39000,33,23600,500,#N/A,x,25252000,2527000,2007000,252000,0,1,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,149752,6230000,4696000,8000,x,39000,x,x,x,#N/A,x,1535000,2470000,1973000,252000,0,1,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tropical cyclone Cheneso in Madagascar,Cyclone,MDG007,Madagascar,MDG,581800,30038000,91000,34000,x,#N/A,33,23600,500,#N/A,x,29947000,57000,34000,0,0,x,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,1943950,118414000,607000,607000,x,x,8576,x,x,#N/A,x,117806000,506000,101000,0,0,5,x,x,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,1943950,118414000,379000,379000,x,x,7786,x,x,#N/A,x,118035000,379000,x,x,x,5,x,x,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,1671738,114178000,228000,228000,x,x,790,x,x,#N/A,x,113950000,127000,101000,0,0,3,x,x,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,1240190,21700000,12900000,1386000,3,44056,1715,x,1,#N/A,x,8800000,4100000,6800000,1800000,200000,6,x,x,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,676578,55744000,54644000,2785000,x,x,7857,x,x,#N/A,x,1100000,37338000,12849000,4457000,0,4,x,x,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,36778,3472000,3472000,1304000,x,x,337,x,x,#N/A,x,0,1800000,434000,1238000,0,4,x,x,2.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,149600,4873000,4873000,98000,x,x,562,x,x,#N/A,x,0,3400000,1165000,308000,0,3,x,x,2.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,490200,47399000,46299000,1383000,x,x,6958,x,x,#N/A,x,1100000,32138000,11250000,2911000,0,3,x,x,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,303655,13351000,10346000,1046000,2,x,500,7330,x,#N/A,x,3006000,8729000,1617000,0,0,3,x,x,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,280615,10302000,10302000,1029000,0,x,490,x,x,#N/A,x,0,8702000,1600000,0,0,3,x,x,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0
