,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Syrian Refugees in Turkey,International displacement,TUR002,Turkey,TUR,24.002,10.108,1.645,0.402,0,3.9,0.6638088389844571,0.27955086011394437,0.04549477294098125,0.011117871563692682,0,3,3.45
Mixed Migration Flows in Turkey,International displacement,TUR003,Turkey,TUR,25.14,10.108,1.645,0.732,0,4,0.668154999202679,0.2686440227502259,0.04371976824536225,0.019454632435018337,0,3,3.5
Kurdish Conflict,Conflict,TUR004,Turkey,TUR,x,x,x,x,x,x,x,x,x,x,x,x,x
Multiple Crises in Tanzania,Multiple crises country,TZA001,Tanzania,TZA,1.997,12.073,0.746,0.095,0,3.2,0.13392797263765005,0.8096707128965194,0.050030179062437126,0.006371135403393468,0,3,3.1
International Displacement in Tanzania,International displacement,TZA002,Tanzania,TZA,0,11.144,0.249,0,0,2.3,0,0.9781444746774335,0.021855525322566488,0,0,2,2.15
Food Security Crisis in North-East Tanzania,Food Security,TZA003,Tanzania,TZA,1.997,0.929,0.497,0.095,0,3,0.5676520750426378,0.2640704945992041,0.14127345082433201,0.027003979533826036,0,3,3
Multiple crises in Uganda,Multiple crises country,UGA001,Uganda,UGA,4.146,0.5,1.801,0.038,0,3.8,0.6392229417206291,0.0770891150169596,0.2776749922910885,0.00585877274128893,0,3,3.4
International Displacement in Uganda,International displacement,UGA005,Uganda,UGA,3.715,0,1.525,0,0,3.6,0.708969465648855,0,0.29103053435114506,0,0,3,3.3
Food Security Crisis in Karamoja Region,Food Security,UGA007,Uganda,UGA,0.431,0.5,0.276,0.038,0,2.5,0.34590690208667735,0.4012841091492777,0.22150882825040127,0.030497592295345103,0,3,2.75
Conflict in Ukraine,Conflict,UKR002,Ukraine,UKR,0,24.982,10.9,6.8,0,5,0,0.5853052809146713,0.2553769739000047,0.15931774518532402,0,4,4.5
Complex crisis in Venezuela,Complex crisis,VEN001,Venezuela,VEN,9.661,0.222,18.517,0,0,5,0.34017605633802817,0.007816901408450705,0.6520070422535211,0,0,3,4
Conflict in Yemen,Complex crisis,YEM001,Yemen,YEM,0,7.091,14.04,5.382,3.978,5,0,0.2325604276671805,0.4604637433996917,0.17651110163654848,0.13046472729657932,5,5
Mixed migration flows in Yemen,International displacement,YEM002,Yemen,YEM,4.675,0,0.132,0.132,0.029,2.4,0.9408331656268867,0,0.026564701147112096,0.026564701147112096,0.005836184342926142,3,2.7
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,6.007,6.132,1.352,0,0,3.6,0.4452598028315173,0.45452523904825437,0.1002149581202283,0,0,3,3.3
Complex crisis in Zimbabwe,Complex crisis,ZWE001,Zimbabwe,ZWE,6.628,2.706,6.05,0.95,0,4.7,0.4057793559446553,0.16566670748132728,0.3703930451818293,0.05816089139218807,0,4,4.35
