Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,1280000,33715000,14621000,1824000,x,x,69,x,x,#N/A,x,19095000,13571000,1050000,0,0,3,x,x,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0
Multiple crises in the Philippines,"Conflict,Cyclone,Violence,Floods,Other seasonal event",PHL001,Philippines,PHL,300000,109033000,6474000,151000,270,x,391,68330,7502,#N/A,261000000,102560000,6322000,151000,0,0,4,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,138354,26252000,146000,146000,x,x,227,x,x,#N/A,x,26106000,0,146000,0,0,4,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Typhoon Nalgae,Cyclone,PHL012,Philippines,PHL,238000,95962000,6328000,5000,270,#N/A,164,68330,7502,#N/A,261000000,89635000,6322000,5000,0,0,4,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,63679,2855000,265000,31000,#N/A,#N/A,58,#N/A,#N/A,#N/A,#N/A,2590000,0,233000,32000,0,4,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,147500,1966000,1606000,1606000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,360000,0,1606000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,120410,26145000,26145000,34000,x,x,8,x,x,#N/A,x,0,15715000,4970000,5459000,0,1,x,x,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,6025,5355000,5355000,6654000,3680,x,176,2943,103,#N/A,x,0,3255000,1335000,700000,65000,4,x,4950000,1.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0
Regional Boko Haram Crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",346651,20474000,16984000,6058000,x,x,1858,0,4300,#N/A,5200000,3490000,6212000,6409000,3452000,911000,5,x,800000,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5811256,214402000,64593000,11996000,x,x,512,x,x,#N/A,x,149809000,37651000,26943000,0,0,5,x,x,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0
