Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Complex crisis in Congo,Conflict,COG001,Congo,COG,341500,5800000,293000,134000,x,x,3,x,x,#N/A,x,5507000,159000,134000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Complex crisis in Colombia,"Socio-political,Conflict,Violence,Floods,Displacement",COL001,Colombia,COL,1109500,51600000,9800000,5447000,99,x,274,96400,x,#N/A,x,41800000,2100000,4206000,3100000,394000,3,x,x,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
Venezuela displacement in Colombia,Displacement,COL002,Colombia,COL,1109500,36417000,5780000,2890000,x,x,10,x,x,#N/A,x,30637000,380000,5400000,x,x,3,x,x,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,1003.42,2451000,200000,200000,x,x,x,x,x,#N/A,x,2251000,0,200000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,23180,1182000,700000,19000,x,x,4,x,x,#N/A,x,481000,402000,199000,100000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,7300,676000,13000,13000,x,x,4,x,x,#N/A,x,662000,0,13000,x,x,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,23180,1182000,687000,6000,x,x,0,x,x,#N/A,x,495000,402000,185000,100000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,48310,11229000,115000,124000,x,x,x,x,x,#N/A,x,11114000,14000,102000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,2381741,45708000,263000,263000,x,x,31,x,x,#N/A,x,45445000,0,263000,x,x,4,x,x,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,159000,223000,174000,x,x,x,0,x,x,#N/A,x,49000,84000,90000,x,x,2,0,0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,2381741,45931000,437000,263000,x,x,35,x,x,#N/A,x,45494000,84000,353000,x,x,3,x,x,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,248360,18001000,7592000,475000,x,x,0,x,x,#N/A,x,10409000,7189000,403000,x,x,3,x,x,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0
Refugees in Egypt,"Displacement,Conflict",EGY004,Egypt,EGY,91071.77,14341000,352000,352000,x,x,0,x,x,#N/A,x,13989000,0,352000,x,x,2,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,101000,3759000,1100000,334000,0,x,x,x,x,#N/A,x,2659000,0,1100000,x,x,5,x,x,3.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0
Mixed migration flows in Spain,Displacement,ESP002,Spain,ESP,100000,12198000,180000,180000,x,x,186,x,x,#N/A,x,12018000,0,180000,x,x,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,1128571,126997000,86079000,4267000,x,2700000,842,x,x,#N/A,4500000,40918000,57479000,28600000,x,x,4,x,10000,2.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0
International Displacement,Displacement,ETH003,Ethiopia,ETH,1128571,126997000,41979000,943000,x,x,x,x,x,#N/A,x,85018000,41036000,943000,x,x,3,0,0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,299000,30600000,30600000,2913000,x,492800,842,#N/A,#N/A,#N/A,#N/A,0,21800000,8800000,x,x,4,0,210000,2.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,784300,62400000,24100000,412000,x,705000,24,x,x,#N/A,6850000,38300000,6900000,17200000,x,x,3,x,x,2.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,9776,558000,173000,95000,0,x,125,x,x,#N/A,x,385000,78000,95000,x,x,2,x,x,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,107160,17300000,5000000,242000,x,7505,646,56769,33,#N/A,367600000,12300000,0,4550000,450000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event",HND001,Honduras,HND,111890,9600000,3200000,247000,x,3232,731,414,414,#N/A,2258000000,6400000,0,1632000,1568000,0,3,x,x,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,27560,11400000,7500000,158000,1552,44642,2090,77006,6643,#N/A,1500000000,3900000,2600000,2700000,1400000,800000,5,x,x,0.0,2.0,3.0,3.0,0.0,2.0,3.0,0.0,2.0
Nippes Earthquake ,Earthquake,HTI002,Haiti,HTI,12851,6429000,690000,17000,12763,33000,2248,83858,53815,#N/A,1500000000,5739000,40000,650000,0,0,3,x,x,0.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0
Displacement from Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,5936,606000,53000,53000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,553000,0,53000,x,x,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua Conflict,"Socio-political,Violence",IDN002,Indonesia,IDN,421991,5438000,5438000,100000,0,x,55,x,x,#N/A,x,0,5338000,100000,0,0,4,x,x,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0
Country Level,"Earthquake,Socio-political,Violence",IDN007,Indonesia,IDN,435319,22299000,7238000,215000,7700,#N/A,55,#N/A,#N/A,#N/A,#N/A,15061000,7023000,215000,0,0,4,x,x,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0
Earthquake in West Java province,Earthquake,IDN008,Indonesia,IDN,13328,16861000,1800000,115000,7700,#N/A,0,#N/A,#N/A,#N/A,#N/A,15061000,1685000,115000,0,0,4,#N/A,#N/A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Conflict in Jammu and Kashmir,Socio-political,IND002,India,IND,222236,14999000,x,321000,x,x,64,x,x,#N/A,x,14999000,x,x,x,x,x,x,x,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,239561,24823000,4477000,4477000,x,x,x,x,x,#N/A,x,20346000,0,1377000,3100000,0,2,x,x,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,383312,44496000,5576000,6622000,x,x,356,x,x,#N/A,133900,38920000,2800000,2403000,244000,128000,5,1500000,300000,0.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,383312,43682000,5300000,6354000,x,x,356,x,x,#N/A,133900,38382000,2800000,2150000,225000,125000,5,1500000,300000,0.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,36000,6117000,692000,276000,x,x,0,x,0,#N/A,x,5425000,416000,253000,19000,3000,5,x,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,41055,6753000,357000,357000,x,x,1791,x,0,#N/A,x,6397000,0,357000,x,x,3,x,x,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,40463,9108000,1839000,1319000,x,x,4,x,x,#N/A,x,7269000,0,1443000,303000,92000,2,x,x,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,543630,29718000,29159000,779000,x,1000538,x,0,0,#N/A,0,559000,25785000,2876000,499000,0,2,0,0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,38244,1148000,589000,589000,x,940000,x,0,0,#N/A,0,559000,0,589000,0,0,2,0,x,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0
Drought in Kenya,Drought,KEN003,Kenya,KEN,543630,28571000,28571000,x,x,940000,x,0,0,#N/A,0,0,25785000,2287000,499000,0,2,0,0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,10450,5700000,5700000,1500000,x,0,0,x,x,#N/A,x,0,4200000,795000,705000,0,2,x,x,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0
Socioeconomic crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster",LBN004,Lebanon,LBN,10450,5700000,5700000,1793000,60,x,0,x,x,#N/A,x,0,1800000,3788000,112000,0,3,x,x,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,1759540,6900000,6900000,1630000,x,x,5993,2217,1127,#N/A,x,0,5735000,1165000,x,x,5,x,x,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,3.0
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,1759540,6900000,755000,755000,x,x,1975,x,x,#N/A,x,6144000,562000,193000,x,x,4,79000,229000,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0
Storm Daniel and floods in Libya,"Floods,Other seasonal event",LBY003,Libya,LBY,67827,2010000,2010000,43000,x,x,4000,2217,1127,#N/A,x,0,1126000,884000,x,x,5,x,x,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,62705,22156000,22156000,0,28,#N/A,1,#N/A,#N/A,#N/A,#N/A,0,15156000,3600000,3382000,18000,1,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Multiple crises in Morocco,"Displacement,Earthquake",MAR001,Morocco,MAR,446300,37896000,2819000,266000,5674,x,3145,40579,19095,#N/A,x,35077000,2553000,266000,x,x,2,x,x,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,446300,37896000,19000,19000,x,x,186,0,0,#N/A,0,37877000,0,19000,x,x,4,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Al Haouz Earthquake in Morocco,Earthquake,MAR003,Morocco,MAR,53316,4000000,2800000,247000,5674,x,2950,40579,19095,#N/A,x,1200000,2553000,247000,x,x,2,x,x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
DIsplacement from Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,1595,226000,117000,117000,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,110000,0,117000,x,x,2,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,233094,8487000,8487000,53000,56,479000,17,30702,10300,#N/A,481,0,5625000,2812000,51000,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,149752,6634000,4143000,8000,x,479000,x,x,x,#N/A,x,2491000,3065000,1028000,51000,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Tropical cyclone Freddy in Madagascar,Cyclone,MDG008,Madagascar,MDG,233094,8487000,8487000,45000,56,0,17,7102,10300,#N/A,481,0,6703000,1784000,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,1943950,118414000,607000,607000,x,x,8534,x,x,#N/A,x,117806000,491000,116000,0,0,5,x,x,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,1943950,118414000,379000,379000,x,x,7598,x,x,#N/A,x,118035000,379000,x,x,x,5,x,x,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,1159951,57927000,228000,228000,x,x,936,x,x,#N/A,x,57699000,112000,116000,0,0,3,x,x,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,1240190,21700000,12900000,1509000,4,44056,1936,x,1,#N/A,x,8800000,4100000,6800000,1800000,200000,6,x,x,0.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,3.0
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,676578,55744000,54644000,3079000,131,x,7561,276700,x,#N/A,2240000000,1100000,36838000,13349000,4457000,0,5,x,x,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,36778,3472000,3472000,1280000,0,x,11,x,x,#N/A,x,0,1800000,434000,1238000,0,4,x,x,2.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,3.0
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,149600,4873000,4873000,94000,0,x,453,x,x,#N/A,x,0,3400000,1165000,308000,0,3,x,x,2.0,3.0,1.0,0.0,2.0,3.0,3.0,1.0,3.0
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,490200,47399000,46299000,1705000,x,x,6952,x,x,#N/A,x,1100000,32138000,11250000,2911000,0,3,x,x,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0
Cyclone Mocha in Myanmar,"Cyclone,Floods",MMR005,Myanmar,MMR,179353,10643000,500000,x,131,x,145,276700,x,#N/A,2240000000,10143000,0,500000,0,0,4,x,x,2.0,3.0,3.0,0.0,2.0,3.0,3.0,1.0,3.0
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,786380,33725000,12816000,989000,700,x,351,290330,200900,#N/A,0,20909000,10724000,2092000,0,0,3,x,x,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,280615,11584000,11584000,932000,x,x,158,x,x,#N/A,x,0,9584000,2000000,0,0,3,x,x,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0
Floods in Maputo province in Mozambique,Floods,MOZ009,Mozambique,MOZ,23039,3342000,32000,17000,2,x,10,7330,x,#N/A,x,3309000,15000,17000,0,0,1,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Tropical Cyclone Freddy in Mozambique,Cyclone,MOZ010,Mozambique,MOZ,598856,18025000,1200000,40000,698,x,183,283000,199000,#N/A,x,16825000,1125000,75000,0,0,2,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,206000,5088000,5088000,106000,0,x,0,0,0,#N/A,x,0,4982000,106000,x,x,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,1030700,3543000,1295000,x,x,136000,0,x,x,#N/A,x,2248000,823000,444000,28000,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,94080,19692000,8945000,130000,2186,58947,679,260681,120394,#N/A,506.7,10747000,5924000,3021000,0,0,3,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Tropical Cyclone Freddy in Malawi,Cyclone,MWI005,Malawi,MWI,31780,7751000,2267000,53000,2178,0,679,260681,120394,#N/A,506.7,5484000,630000,1637000,0,0,2,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,9206,10090000,10090000,183000,x,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,9907000,183000,0,0,3,#N/A,#N/A,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,823290,2642000,1548000,0,0,0,0,#N/A,#N/A,#N/A,#N/A,1094000,969000,566000,13000,0,1,#N/A,#N/A,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Multiple crises in Niger,"Conflict,Displacement",NER001,Niger,NER,409324,12540000,3141000,768000,5,x,422,x,x,#N/A,x,9399000,0,1756000,1385000,0,5,x,x,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Lake Chad basin crisis in Niger,Conflict,NER002,Niger,NER,156906,788000,315000,283000,141012,x,47,x,x,#N/A,x,220000,0,57000,512000,0,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,210622,7550000,1749000,332000,x,x,344,x,x,#N/A,x,5801000,0,876000,873000,0,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Nigerian Refugees,Displacement,NER004,Niger,NER,41796,4202000,823000,71000,x,x,16,0,0,#N/A,0,3379000,0,823000,0,0,2,x,x,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,910770,224588000,47894000,6132000,2416,5934949,4346,174000,x,#N/A,x,176694000,29592000,15472000,2631000,200000,5,x,800000,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0
Middle belt conflict,Violence,NGA003,Nigeria,NGA,142964,18000000,8445000,581000,x,x,845,x,x,#N/A,x,9555000,5977000,2468000,0,0,5,x,x,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0
Lake Chad basin crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,157918,16100000,16100000,4768000,x,1529500,1467,x,x,#N/A,x,2000000,5800000,5900000,2200000,200000,4,x,800000,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,237708,42748000,23239000,674000,x,x,1409,x,x,#N/A,49,19508000,15815000,6994000,431000,0,5,x,x,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,108869,12675000,110000,110000,x,x,x,x,x,#N/A,x,12565000,0,110000,x,x,2139,x,x,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,120340,7198000,250000,250000,x,x,10,x,x,#N/A,x,6948000,250000,0,0,0,x,x,x,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,770880,239633000,52480000,3702000,12900,x,1101,1200000,805000,#N/A,x,187153000,31880000,18503000,2097000,0,5,x,x,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,13297,4361000,x,x,x,x,3,x,x,#N/A,x,4361000,x,x,x,x,3,x,x,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,669831,33000000,33000000,5000,12900,0,1739,1200000,805000,#N/A,0,0,12400000,20570000,30000,0,1,#N/A,#N/A,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,74180,58000,58000,58000,x,x,0,x,x,#N/A,x,0,23000,36000,0,0,2,x,x,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,189315,34050000,14621000,1540000,x,x,1,x,x,#N/A,x,19429000,13571000,1050000,x,x,3,x,x,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0
Multiple crises in the Philippines,"Conflict,Cyclone,Violence,Floods,Other seasonal event",PHL001,Philippines,PHL,288304,89001000,10311000,303000,171,0,222,159988,11272,#N/A,357865120,78690000,10008000,303000,0,0,4,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,99949,26252000,121000,121000,0,x,192,x,x,#N/A,x,26131000,0,121000,0,0,4,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Typhoon Nalgae,Cyclone,PHL012,Philippines,PHL,148659,54964000,6599000,2000,0,0,0,69572,8170,#N/A,261000000,48364000,6597000,2000,x,x,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Southwest Monsoon and Typhoon Doksuri,"Floods,Cyclone",PHL014,Philippines,PHL,111952,33373000,3591000,180000,171,0,30,90416,3102,#N/A,96865120,29782000,3411000,180000,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,63679,2855000,265000,31000,x,#N/A,136,#N/A,#N/A,#N/A,#N/A,2590000,0,233000,32000,0,4,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,147500,1320000,960000,960000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,360000,0,960000,x,x,2,#N/A,#N/A,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,120410,26172000,26172000,34000,x,x,7,x,x,#N/A,x,0,15254000,4970000,5459000,0,1,x,x,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,6025,5355000,5355000,5937000,7560,x,179,3408,173,#N/A,x,0,3255000,1335000,700000,65000,4,x,4950000,1.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0
