,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Area affected - absolute,% of total area affected,Area affected - relative,Area affected,People living in the affected area - absolute,% of total population living in the affected area,People living in the affected area - relative,People in the affected area,Geographical,People affected - absolute,% of people affected on the total population exposed,People affected - relative,People affected,People displaced - absolute,% of total population displaced on the  ,People displaced - relative,People displaced,Fatalities - absolute,% of fatalities on the total population affected,Fatalities (relative),Crisis related fatalities,People affected by categories,Human
Rohingya refugee crisis,"Conflict,Violence,Displacement",BGD002,Bangladesh,BGD,0,0.005611584850580011,0,0,0.6,0.008696209314787633,0,0.3,0.2,2.8,1,5,3.9,4.3,0.6376423308774279,5,4.7,1.9,1.3395847287340925e-05,0.7,1.3,3.5,3.7
Country level Brazil,"Displacement,Floods",BRA001,Brazil,BRA,5,1,5,5,5,0.6358846628308834,3.2,4.1,4.6,2,0.0035245422167593464,0,1,4,1.3487394957983194,5,4.5,5,0.006521008403361344,5,5,4.8,3.5
Venezuela displacement in Brazil,Displacement,BRA002,Brazil,BRA,5,1,5,5,5,0.34391626566722855,1.7,3.35,4.3,1.8,0.00557206029325192,0,0.9,4,1.484029484029484,5,4.5,x,x,x,x,4.5,3.2
Floods in rainy season 2022,Floods,BRA003,Brazil,BRA,5,1,5,5,5,0.24880171009388566,1.2,3.1,4.3,0.6,0.0013247038340713827,0,0.3,1.8,0.2571428571428571,5,3.4,1.7,0.00022857142857142857,5,3.4,3.4,2.1
Complex crisis in CAR,"Conflict,Displacement",CAF001,CAR,CAF,4.7,1.0000321037593503,5,4.85,2.4,1,5,3.7,4.4,3.7,1,5,4.35,4.4,0.23700934579439253,5,4.7,3.3,3.757009345794393e-05,1.9,2.6,3.9,4.1
Venezuela displacement in Chile,Displacement,CHL002,Chile,CHL,4.8,1,5,4.9,4.3,1,5,4.65,4.8,4.3,0.6094371207365558,3,3.65,3.9,0.048240343347639485,1.6,2.8,0,8.583690987124463e-08,0,0,1.6,2.8
Multiple crises in Cameroon,"Conflict,Displacement",CMR001,Cameroon,CMR,4.4,0.9321571365107572,4.7,4.550000000000001,4.8,1,5,4.9,4.7,3.5,0.13605072463768117,0.6,2.05,4.7,0.5390146471371504,5,4.9,3.9,0.00014913448735019973,5,4.5,4.7,3.7
Boko Haram in Cameroon,Conflict,CMR002,Cameroon,CMR,2.6,0.07248207146030336,0.3,1.45,1.9,0.13778985507246377,0.6,1.25,1.4,2.7,0.3276360767814883,1.6,2.1500000000000004,4,0.5152487961476726,5,4.5,3.4,0.00018860353130016052,5,4.2,4.4,3.5
Anglophone Crisis in Cameroon,Conflict,CMR003,Cameroon,CMR,3.2,0.1882866873981934,0.9,2.0500000000000003,3.8,0.48818840579710143,2.4,3.0999999999999996,2.6,3,0.1509573994359507,0.7,1.85,4.3,0.5058997050147492,5,4.7,3.6,0.00015830875122910522,5,4.3,4.5,3.5
CAR refugees in Cameroon,"Conflict,Displacement",CMR004,Cameroon,CMR,3.8,0.4271794546339193,2.1,2.95,2.5,0.205,1,1.75,2.4,2,0.0839519264757865,0.4,1.2,3.6,0.7431578947368421,5,4.3,1.9,4.6315789473684214e-05,2.3,2.1,3.4,2.5
Complex crisis in DRC,"Conflict,Displacement,Socio-political",COD001,DRC,COD,5,0.999999117796255,5,5,5,1,5,5,5,4.8,0.24012882205041763,1.2,3,5,0.35674509803921567,5,5,4.9,0.00010815686274509805,5,5,5,4.2
Complex crisis in Congo,Conflict,COG001,Congo,COG,4.2,1,5,4.6,0,0.11293103448275862,0.5,0.25,3.1,1.6,0.42748091603053434,2.1,1.85,2,0.09285714285714286,3.1,2.6,1.7,5.357142857142857e-05,2.7,2.2,2.4,2.1
Complex crisis in Colombia,"Socio-political,Conflict,Violence,Floods,Displacement",COL001,Colombia,COL,5,1,5,5,5,1,5,5,5,4.2,0.21764705882352942,1,2.6,5,0.47162162162162163,5,5,4.2,7.981981981981982e-05,4,4.1,4.6,3.8
Venezuela displacement in Colombia,Displacement,COL002,Colombia,COL,5,1,5,5,4.7,0.5149411764705882,2.6,3.6500000000000004,4.4,3.7,0.21148427385576118,1,2.35,4.8,0.44616492617933023,5,4.9,x,x,x,x,4.9,4
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,1.1,0.08738738738738738,0.3,0.7000000000000001,0.2,0.21118359739049394,1,0.6,0.7,1.4,0.2003530450132392,1,1.2,3.2,0.7929515418502202,5,4.1,x,x,x,x,4.1,3
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,2.3,1,5,3.65,0.3,1.0321489001692048,5,2.65,3.2,2.2,0.5270491803278688,2.6,2.4000000000000004,2.4,0.07931570762052877,2.6,2.5,1.4,1.5552099533437014e-05,0.8,1.1,1.9,2.2
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,1.4,0.31492666091458155,1.5,1.45,0,0.5761421319796954,2.9,1.45,1.5,0.3,0.07488986784140969,0.3,0.3,2.4,1,5,3.7,1.4,0.000196078431372549,5,3.2,3.5,2.2
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,2.3,1,5,3.65,0.2,1,5,2.6,3.2,2.1,0.5135363790186125,2.5,2.3,x,x,x,x,x,x,x,x,x,2.3
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,2.8,1,5,3.9,3.3,1,5,4.15,4,4.1,0.9440142942227516,4.7,4.4,2.9,0.012092534174553101,0.4,1.7,x,x,x,x,1.7,3.3
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,5,1,5,5,5,1,5,5,5,1.5,0.0057863468716181895,0,0.75,3.5,1,5,4.3,3.6,0.0011946564885496184,5,4.3,4.3,3
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,3.7,0.06675788845218687,0.2,1.9500000000000002,0,0.004925020428896398,0,0,1.1,1.2,0.7802690582959642,3.9,2.55,x,x,x,x,0.9,2.2988505747126437e-05,1.1,1,1,1.8
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,5,0.9996888830481568,5,5,5,1.0049250204288964,5,5,5,1.9,0.009581996395762824,0,0.95,3.5,0.6009174311926605,5,4.3,3.6,0.0007431192660550458,5,4.3,4.3,3
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,4,1,5,4.5,4.2,1,5,4.6,4.6,4,0.47066825369835064,2.3,3.15,4.1,0.09670038535645473,3.2,3.7,1.4,1.0838150289017341e-06,0.1,0.8,2.5,2.8
Syrian Refugee Crisis in Egypt,Displacement,EGY002,Egypt,EGY,3.3,0.0914880405846602,0.4,1.8499999999999999,3.8,0.12625730262805282,0.6,2.1999999999999997,2,1.1,0.010258950049525966,0,0.55,3.1,1,5,4.1,0,0,0,0,2.6,1.7
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,3.3,1,5,4.15,2.6,1,5,3.8,4,2.6,0.19326783701079078,0.9,1.75,3.6,0.2775,5,4.3,0,0,0,0,2.8,2.3
Mixed migration flows in spain,Displacement,ESP002,Spain,ESP,3.3,0.1999160352651886,0.9,2.1,3.6,0.2563315103071098,1.2,2.4,2.3,1.2,0.013868373543410471,0,0.6,3.2,1,5,4.1,3.1,0.0008816568047337278,5,4.1,4.1,2.8
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,5,1.128571,5,5,5,1,5,5,5,5,0.6909868832982805,3.4,4.2,5,0.05053497368696198,1.7,3.4,4.6,2.0260458416106133e-05,1,2.8,3.1,3.7
International Displacement,Displacement,ETH003,Ethiopia,ETH,5,1.128571,5,5,5,1,5,5,5,5,0.3369804293030648,1.7,3.35,4.2,0.021010505252626314,0.7,2.5,x,x,x,x,2.5,3
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,4.1,0.299,1.4,2.75,4.9,0.24162345272689326,1.2,3.0500000000000003,2.9,5,1,5,5,4.9,0.08637873754152824,2.9,3.9,3.8,1.4352159468438538e-05,0.7,2.3,3.2,4.3
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,4.8,0.7843,3.9,4.35,5,0.4816414340070962,2.4,3.7,4,4.8,0.40166666666666667,2,3.4,4.2,0.035269709543568464,1.2,2.7,2,9.95850622406639e-07,0,1,1.9,2.7
Flood crisis in Gambia ,Floods,GMB002,Gambia,GMB,1.7,1,5,3.35,1.3,1,5,3.15,3.3,0.2,0.01765650080256822,0,0.1,1.1,0.13636363636363635,4.5,2.8,1.5,0.00025,5,3.3,3.1,1.8
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,0.9,0.026097750193948797,0,0.45,0,0.038822852760736194,0.1,0.05,0.3,1.2,0.3950617283950617,1.9,1.5499999999999998,3.1,1,5,4.1,0.4,1.25e-05,0.6,0.5,2.7,2.2
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,3.4,1,5,4.2,4.1,1,5,4.55,4.4,3.8,0.32947976878612717,1.6,2.7,3.4,0.04245614035087719,1.4,2.4,4,0.0001124561403508772,5,4.5,3.7,3.2
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event,Cyclone",HND001,Honduras,HND,3.4,1,5,4.2,3.3,1,5,4.15,4.2,3.5,0.4166666666666667,2.1,2.8,3.4,0.06175,2.1,2.8,4,0.00014675,5,4.5,3.8,3.3
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,2.4,1,5,3.7,3.5,1,5,4.25,4,4,0.7192982456140351,3.6,3.8,2.8,0.011707317073170732,0.4,1.6,4.8,0.0002996341463414634,5,4.9,3.7,3.8
Nippes Earthquake ,Earthquake,HTI002,Haiti,HTI,1.8,0.46629172714078376,2.3,2.05,2.7,0.5639473684210526,2.8,2.75,2.4,2.2,0.10732617825478301,0.5,1.35,1.8,0.02463768115942029,0.8,1.3,4.8,0.0032579710144927535,5,4.9,3.7,2.7
Displacement from Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,1.3,0.06556942450016569,0.2,0.75,0,0.05721538761960555,0.2,0.1,0.4,0,0.05631399317406143,0.2,0.1,2.2,1,5,3.6,0,0,0,0,2.2,1.3
Papua Conflict,"Socio-political,Violence",IDN002,Indonesia,IDN,4.4,0.23294214410704528,1.1,2.75,2.5,0.020124864458778816,0.1,1.3,2.1,3.7,1,5,4.35,2.9,0.018389113644722323,0.6,1.8,2.3,7.171754321441707e-06,0.4,1.4,1.6,3.3
Country Level,"Earthquake,Socio-political,Violence",IDN007,Indonesia,IDN,4.4,0.2402992983986266,1.1,2.75,4.5,0.08252378679042088,0.4,2.45,2.6,3.9,0.32458854657159514,1.6,2.75,3.2,0.02238187344570323,0.7,2,3.5,4.213871235147831e-05,2.1,2.8,2.4,2.6
Earthquake in West Java province,Earthquake,IDN008,Indonesia,IDN,1.9,0.007357154291581336,0,0.95,4.1,0.06239892233164208,0.3,2.1999999999999997,1.6,2.9,0.10675523397188778,0.5,1.7,2.7,0.04055555555555555,1.4,2.1,3.6,0.00018777777777777779,5,4.3,3.4,2.6
Conflict in Jammu and Kashmir,Socio-political,IND002,India,IND,3.9,0.07474665258527037,0.3,2.1,3.7,0.009265470772504286,0,1.85,2,x,x,x,x,x,x,x,x,2.8,x,x,2.8,2.8,2.8
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,4,0.1470818291215403,0.6,2.3,4.6,0.28856236122897366,1.4,3,2.7,3.3,0.11602143173669581,0.5,1.9,4.9,1,5,5,x,x,x,x,5,3.9
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,4.3,0.8825566402652422,4.4,4.35,5,1.1101696972639654,5,5,4.7,3.8,0.12731527039734086,0.6,2.1999999999999997,5,1.4623840604603229,5,5,4.8,0.0003740982480247338,5,4.9,5,4
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,4.3,0.8825566402652422,4.4,4.35,5,0.9850695540287927,4.9,4.95,4.7,3.7,0.13061908517350157,0.6,2.15,5,1.5569811320754716,5,5,4.8,0.0004109433962264151,5,4.9,5,4
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,2.6,0.08898968502486646,0.4,1.5,2.4,0.1251244203830934,0.6,1.5,1.5,2,0.10128055878928988,0.5,1.25,3.4,0.49616858237547895,5,4.2,0,0,0,0,2.7,2
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,2.7,0.13957639219419324,0.6,1.6500000000000001,2.7,0.11039909688558337,0.5,1.6,1.6,1.5,0.03684210526315789,0.1,0.8,3.4,1,5,4.2,4,0.0024244897959183674,5,4.5,4.4,3.1
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,2.7,0.4557670646542014,2.2,2.45,3.1,0.8058486026281695,4,3.55,3,2.9,0.2111851171336702,1,1.95,4.5,0.7172376291462752,5,4.8,0,0,0,0,3.2,2.6
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,4.5,0.9123238570474751,4.6,4.55,4.1,0.3102904503447264,1.5,2.8,3.8,4.5,1,5,4.75,3.9,0.033565772367332464,1.1,2.5,x,x,x,x,2.5,3.9
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,2.6,0.06719612046245212,0.2,1.4000000000000001,0.2,0.02042687399149186,0.1,0.15000000000000002,0.8,2.1,0.5098743267504489,2.5,2.3,3.9,1,5,4.5,x,x,x,x,4.5,3.6
Drought in Kenya,Drought,KEN003,Kenya,KEN,4.5,0.9123238570474751,4.6,4.55,4.1,0.3086768373184685,1.5,2.8,3.8,4.5,1,5,4.75,x,x,x,x,x,x,x,x,x,4.75
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,1.7,1.021505376344086,5,3.35,2.8,1,5,3.9,3.6,3.8,0.9227360023637169,4.6,4.199999999999999,4.5,0.24511687479987193,5,4.8,x,x,x,x,4.8,4.5
Socioeconomic crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster",LBN004,Lebanon,LBN,1.7,1.021505376344086,5,3.35,2.8,1,5,3.9,3.6,3.8,0.9227360023637169,4.6,4.199999999999999,x,x,x,x,1.4,1.440922190201729e-06,0.1,0.8,0.8,2.9
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,5,1,5,5,2.8,1,5,3.9,4.5,3.9,1,5,4.45,4.6,0.22739206534422404,5,4.8,4.1,0.00010035005834305718,5,4.6,4.7,4.6
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,5,1,5,5,2.8,1,5,3.9,4.5,2.3,0.10633022170361726,0.5,1.4,4.1,1,5,4.6,4,0.0008148148148148148,5,4.5,4.6,3.4
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,3,0.9999202678998564,5,4,4.5,1,5,4.75,4.4,4.7,1,5,4.85,0,0,0,0,0.9,1.8053800324968407e-07,0,0.5,0.3,3.4
Food security crisis in Lesotho,Food Security,LSO003,Lesotho,LSO,2.4,0.8484848484848485,4.2,3.3,0.6,0.6414686825053996,3.2,1.9000000000000001,2.7,2.4,0.5589225589225589,2.8,2.5999999999999996,x,x,x,x,x,x,x,x,x,2.5999999999999996
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,4.4,1,5,4.7,5,1,5,5,4.9,0,0.0005576208178438662,0,0,1.9,1,5,3.5,3.1,0.007095238095238095,5,4.1,3.8,2.3
DIsplacement from Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,0.3,0.04852449041679343,0.1,0.2,0,0.06065808297567954,0.3,0.15,0.2,0.8,0.4811320754716981,2.4,1.6,2.9,1,5,4,0,0,0,0,2.5,2.1
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,3.6,0.2573942935716741,1.2,2.4,2.6,0.21016766184259353,1,1.8,2.1,3.6,0.7537720706260033,3.8,3.7,1.3,0.0017035775127768314,0.1,0.7,2.1,6.388415672913117e-06,0.3,1.2,1,2.6
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,5,1,5,5,5,1,5,5,5,2.1,0.005126083064502508,0,1.05,4,1,5,4.5,5,0.01414827018121911,5,5,4.8,3.5
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,5,1,5,5,5,1,5,5,5,1.8,0.003200635060043576,0,0.9,3.7,1,5,4.4,5,0.020641160949868075,5,5,4.7,3.4
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,5,0.8599696494251395,4.3,4.65,5,0.9640920837063185,4.8,4.9,4.8,1.4,0.001997161927786829,0,0.7,3.4,1,5,4.2,4.1,0.003355263157894737,5,4.6,4.4,3
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,5,1.0163908899433696,5,5,4.5,1,5,4.75,4.9,4.4,0.5944700460829493,3,3.7,4.4,0.0993798449612403,3.3,3.9,4.7,0.00014697674418604652,5,4.9,4.5,4.1
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,4.7,1.0359802780670055,5,4.85,5,1,5,5,4.9,5,0.9802669345579793,4.9,4.95,4.5,0.024046555889027158,0.8,2.7,5,0.00015075763121294195,5,5,4.1,4.6
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,2.6,0.056314693452563236,0.2,1.4000000000000001,1.8,0.062284730195177954,0.3,1.05,1.2,3.4,1,5,4.2,4.4,0.3738479262672811,5,4.7,3.6,9.735023041474655e-05,4.9,4.3,4.5,4.4
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,3.6,0.22906841428308936,1.1,2.35,2.3,0.08741747990815155,0.4,1.3499999999999999,1.9,3.6,1,5,4.3,2.9,0.020726451877693414,0.7,1.8,3.9,0.00011656064026267187,5,4.5,3.5,3.9
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,4.5,0.750597170331353,3.7,4.1,5,0.8502977898966705,4.2,4.6,4.4,5,0.9767927593409144,4.9,4.95,4.4,0.02619926996263418,0.9,2.7,5,0.00015836195166202293,5,5,4.1,4.6
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,4.6,0.7210725094737913,3.6,4.1,4.8,0.8474637031726115,4.2,4.5,4.3,4.3,0.39615059221658205,2,3.15,4.4,0.10304324612920449,3.4,3.9,3.8,4.378003203416978e-05,2.2,3,3.5,3.3
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,4.1,0.3568440194308095,1.7,2.9,3.4,0.30776124753540063,1.5,2.45,2.7,4.2,1,5,4.6,4.3,0.09988351776354105,3.3,3.8,3.8,4.2418947777130655e-05,2.1,3,3.4,4.1
Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,3.9,0.19986416998156592,0.9,2.4,0.6,0.3150770512286547,1.5,1.05,1.8,2.8,1,5,3.9,2.8,0.06477197620621282,2.2,2.5,0,0,0,0,1.4,2.9
Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,5,1,5,5,2.1,0.9102457309454394,4.5,3.3,4.3,2.9,0.4102036147334706,2,2.45,x,x,x,x,0,0,0,0,0,1.4
Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,3.3,1,5,4.15,4.3,1,5,4.65,4.4,4.3,0.5752763819095478,2.9,3.5999999999999996,3.8,0.03756114605171209,1.3,2.6,4.2,7.983927323549965e-05,4,4.1,3.4,3.5
International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,1.6,0.028020088266626084,0,0.8,3.3,0.3086193185293938,1.5,2.4,1.7,4.2,1,5,4.6,3.2,0.018136769078295343,0.6,1.9,0,0,0,0,1,3.3
Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,4.9,1,5,4.95,1.4,0.9864655839133797,4.9,3.1500000000000004,4.2,2.8,0.622108976871815,3.1,2.95,0,0,0,0,0,0,0,0,0,1.7
Multiple crises in Niger,"Conflict,Displacement",NER001,Niger,NER,5,1.0002368358727403,5,5,4.7,1,5,4.85,4.9,4.2,0.38076923076923075,1.9,3.05,4.1,0.07232323232323232,2.4,3.3,3.6,3.606060606060606e-05,1.8,2.7,3,3
Boko Haram in Niger,Conflict,NER002,Niger,NER,3.7,0.12386989816057473,0.5,2.1,0,0.02519230769230769,0.1,0.05,1.2,2.2,1,5,3.6,3.6,0.4870229007633588,5,4.3,3,0.0001816793893129771,5,4,4.2,3.9
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,3.9,0.1662587826636141,0.7,2.3,2.6,0.2326923076923077,1.1,1.85,2.1,3.1,0.39834710743801655,2,2.55,3.6,0.12697095435684647,4.2,3.9,3.4,9.917012448132781e-05,5,4.2,4.1,3.4
Nigerian Refugees,Displacement,NER004,Niger,NER,1.6,0.006801926265098287,0,0.8,2.1,0.16765384615384615,0.8,1.4500000000000002,1.1,2.5,0.21954576737783896,1.1,1.8,2.7,0.0794148380355277,2.6,2.7,2,2.612330198537095e-05,1.3,1.7,2.2,2
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,4.9,1,5,4.95,5,1,5,5,5,4.9,0.12158404884044759,0.6,2.75,5,0.2546444825785272,5,5,5,0.00019760501380287996,5,5,5,4.2
Middle belt conflict,Violence,NGA003,Nigeria,NGA,3.6,0.15697047553169297,0.7,2.15,4,0.07044853564835603,0.3,2.15,2.2,2.9,0.1091939222250837,0.5,1.7,3.9,0.3071933962264151,5,4.5,3.8,0.0002529481132075472,5,4.4,4.5,3.4
Boko Haram crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,3.7,0.17338954950206967,0.8,2.25,4,0.07280256539349489,0.3,2.15,2.2,4.5,1,5,4.75,5,0.2685813967977073,5,5,4.6,9.961996137312317e-05,5,4.8,4.9,4.8
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,4,0.26099673902302445,1.2,2.6,5,0.18837227234173798,0.9,2.95,2.8,3.9,0.1624328814620404,0.8,2.35,4,0.0896827749777646,3,3.5,4.6,0.0002632671212570412,5,4.8,4.3,3.5
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,3.4,0.11953511863587953,0.5,1.95,3.7,0.057490032793131134,0.2,1.9500000000000002,2,0.7,0.006785009861932939,0,0.35,2.8,1,5,3.9,x,x,x,x,3.9,2.5
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,3.5,1,5,4.25,2.6,1,5,3.8,4,1.3,0.032252862441541685,0.1,0.7000000000000001,3.3,1,5,4.2,1.2,3.5e-05,1.8,1.5,3.1,2.1
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,4.8,1,5,4.9,5,1,5,5,5,5,0.44901498546771307,2.2,3.6,4.6,0.016575443499864135,0.6,2.6,4.2,8.540041147470984e-06,0.4,2.3,2.5,3.1
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,1.9,0.01724911789124118,0,0.95,2.1,0.0184758310855858,0,1.05,1,x,x,x,x,x,x,x,x,0.7,x,x,0.7,0.7,0.7
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,4.9,1.1075173827314237,5,4.95,5,0.14379774193970082,0.7,2.85,4.1,5,1,5,5,3.1,0.0047272727272727275,0.2,1.7,4.6,5.26969696969697e-05,2.6,3.6,2.8,4.2
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,3.1,0.9978073715361852,5,4.05,0,0.032122286220646876,0.1,0.05,2.6,0.6,0.503448275862069,2.5,1.55,3.1,1.9863013698630136,5,4.1,2.6,0.0008356164383561644,5,3.8,4,3
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,5,1,5,5,5,1,5,5,5,4.2,0.30219730807278394,1.5,2.85,4.6,0.15573851800416624,5,4.8,0,9.919650828290844e-08,0,0,3.2,3
Multiple crises in the Philippines,"Conflict,Cyclone,Violence,Floods,Other seasonal event",PHL001,Philippines,PHL,4.1,1.006137438374082,5,4.55,5,1,5,5,4.8,4,0.07559179331028221,0.3,2.15,3.4,0.027420528997816065,0.9,2.2,3.7,4.6590633341421984e-05,2.3,3,2.6,2.4
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,3.6,0.46401046382935907,2.3,2.95,4.7,0.24077114268157346,1.2,2.95,3,1.2,0.006056681395703184,0,0.6,3.1,1,5,4.1,3.2,0.0011635220125786163,5,4.1,4.1,2.8
Typhoon Nalgae,Cyclone,PHL012,Philippines,PHL,4,0.7982023677767717,4,4,5,0.8801188630964937,4.4,4.7,4.4,3.8,0.0659427690127342,0.3,2.05,2.5,0.008691529709228825,0.3,1.4,3.2,2.5916561314791404e-05,1.3,2.3,1.9,2
