,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
AFG001,207,26,26,26,26,25,25,25,25,60,940,108,108,108,102,108,108,102,102,102,128.6,,
AGO002,359,421,421,30,617,421,421,421,421,421,30,100,100,100,100,100,100,100,100,100,330.3,,
ARM002,37,37,37,37,37,37,37,37,37,37,37,99,99,99,99,99,99,99,99,99,43.2,,
AZE002,36,36,36,36,36,36,36,36,36,36,1024,99,99,99,99,99,99,99,99,99,141.1,,
BDI001,37,37,37,37,37,37,37,37,37,37,37,100,100,100,100,100,100,100,100,100,43.3,,
BFA002,178,51,51,30,30,51,51,51,51,51,30,102,102,102,102,102,102,102,102,102,49.8,,
BGD002,37,37,37,37,37,37,37,37,37,37,37,100,100,100,100,100,100,100,100,100,43.3,,
BRA001,25,25,25,25,25,25,25,25,25,25,25,100,100,100,100,100,100,100,100,100,32.5,,
BRA002,25,25,25,25,25,25,25,25,25,25,25,100,100,100,100,100,100,100,100,100,32.5,,
BRA003,25,25,25,25,25,25,25,25,25,25,25,100,100,100,100,100,100,100,100,100,32.5,,
CAF001,178,178,178,30,30,178,178,178,178,178,30,102,102,102,102,102,102,102,102,102,126,,
CHL002,25,25,25,25,25,25,25,25,25,25,25,101,101,101,101,101,101,101,101,101,32.6,,
CMR001,51,51,51,30,30,51,51,51,51,51,30,100,100,100,100,100,100,100,100,100,49.6,,
CMR002,51,51,51,30,30,51,51,51,51,51,30,100,100,100,100,100,100,100,100,100,49.6,,
CMR003,51,51,51,30,30,51,51,51,51,51,30,100,100,100,100,100,100,100,100,100,49.6,,
CMR004,51,51,51,30,30,51,51,51,51,51,30,100,100,100,100,100,100,100,100,100,49.6,,
COD001,178,0,0,30,30,0,0,0,0,0,30,102,102,102,102,102,102,102,102,102,19.2,,
COG001,120,109,109,109,30,109,109,109,109,109,120,102,102,102,102,102,102,102,102,102,101.5,,
COL001,25,25,25,25,25,25,25,25,25,25,25,100,100,100,100,100,100,100,100,100,32.5,,
COL002,25,25,25,25,25,25,25,25,25,25,25,100,100,100,100,100,100,100,100,100,32.5,,
CRI002,117,25,25,117,117,25,25,25,117,117,117,100,100,100,100,100,100,100,100,100,78.5,,
DJI001,270,25,25,25,25,25,25,25,25,25,270,101,101,101,101,101,101,101,101,101,57.1,,
DJI002,270,25,25,25,25,25,25,25,25,25,270,101,101,101,101,101,101,101,101,101,57.1,,
DJI003,270,25,25,25,25,25,25,25,25,25,270,101,101,101,101,101,101,101,101,101,57.1,,
DOM002,121,25,25,121,121,25,25,25,121,121,121,101,101,101,101,101,101,101,101,101,80.6,,
DZA002,56,34,34,34,34,34,56,56,56,56,390,103,103,103,103,103,103,103,103,103,85.3,,
DZA003,56,56,56,366,34,56,56,56,56,56,390,103,103,103,103,103,103,103,103,103,122.9,,
DZA004,56,34,34,56,34,34,34,34,34,34,467,103,103,103,103,103,103,103,103,103,86.4,,
ECU002,25,25,25,25,25,25,25,25,25,25,25,100,100,100,100,100,100,100,100,100,32.5,,
EGY004,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
ERI001,37,37,37,37,37,37,37,37,37,37,464,100,100,100,100,100,100,100,100,100,86,,
ESP002,390,34,34,34,34,34,34,34,34,34,390,101,101,101,101,101,101,101,101,101,76.3,,
ETH001,185,25,0,25,25,25,25,0,0,0,427,99,99,99,99,99,99,99,99,99,62.6,,
ETH003,185,25,25,25,248,25,25,25,25,25,800,99,99,99,99,99,99,99,99,99,132.2,,
ETH004,331,25,25,25,25,25,25,25,25,25,649,99,99,99,99,99,99,99,99,99,94.8,,
ETH005,331,25,25,25,248,25,25,25,25,25,563,99,99,99,99,99,99,99,99,99,108.5,,
GRC002,63,63,63,37,37,63,63,63,63,63,1662,99,99,99,99,99,99,99,99,99,221.3,,
GTM001,86,57,57,37,86,57,57,57,57,57,86,101,101,101,101,101,101,101,101,101,65.2,,
HND001,86,57,37,86,37,37,37,57,57,57,86,100,100,100,100,100,100,100,100,100,59.1,,
HTI001,114,114,114,114,114,114,114,114,114,114,114,100,100,100,100,100,100,100,100,100,112.6,,
HTI002,106,106,106,106,106,106,106,106,106,106,106,100,100,100,100,100,100,100,100,100,105.4,,
HUN002,163,34,34,34,34,34,34,34,34,34,390,103,103,103,103,103,103,103,103,103,76.5,,
IDN002,37,37,37,37,37,37,37,37,37,37,37,100,100,100,100,100,100,100,100,100,43.3,,
IDN007,37,37,37,37,37,37,37,37,37,37,37,100,100,100,100,100,100,100,100,100,43.3,,
IDN008,37,37,37,37,37,37,37,37,37,37,37,100,100,100,100,100,100,100,100,100,43.3,,
IND002,940,87,940,60,26,85,940,940,940,940,1367,100,100,100,100,100,100,100,100,100,633.8,,
IRN004,893,893,178,178,117,178,178,178,178,178,893,100,100,100,100,100,100,100,100,100,235.6,,
IRQ001,25,25,25,25,25,25,25,25,25,25,1213,99,99,99,99,99,99,99,99,99,151.2,,
