,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Area affected - absolute,% of total area affected,Area affected - relative,Area affected,People living in the affected area - absolute,% of total population living in the affected area,People living in the affected area - relative,People in the affected area,Geographical,People affected - absolute,% of people affected on the total population exposed,People affected - relative,People affected,People displaced - absolute,% of total population displaced on the  ,People displaced - relative,People displaced,Fatalities - absolute,% of fatalities on the total population affected,Fatalities (relative),Crisis related fatalities,People affected by categories,Human
Mutliple crises in Bangladesh,Multiple crises country,BGD001,Bangladesh,BGD,2.7,0.3208189290927249,1.5,2.1,5,0.30852030474592856,1.5,3.25,2.7,4.1,0.16396692342546443,0.8,2.4499999999999997,4.2,0.10869314910765689,3.6,3.9,3.1,1.692573402417962e-05,0.8,2,3.1,2.8
Rohingya refugee crisis,International displacement,BGD002,Bangladesh,BGD,0,0.005611584850580011,0,0,0.6,0.008649612078003775,0,0.3,0.2,2.8,1,5,3.9,4.2,0.6356902356902356,5,4.6,1.2,4.713804713804714e-06,0.2,0.7,3.2,3.6
2022 Floods in Bangladesh,Flood,BGD008,Bangladesh,BGD,2.7,0.3152108780825075,1.5,2.1,5,0.29987069266792477,1.5,3.25,2.7,3.9,0.13985198997727405,0.7,2.3,0,0,0,0,3.1,1.9444444444444445e-05,1,2.1,1.2,1.8
Country level Brazil,Multiple crises country,BRA001,Brazil,BRA,5,0.3243950209017796,1.6,3.3,5,0.8431075596024777,4.2,4.6,4,2.3,0.004496287494630674,0,1.15,3.4,0.30893300248138955,5,4.2,3,0.0001563275434243176,5,4,4.1,2.9
Venezuela displacement in Brazil,International displacement,BRA002,Brazil,BRA,5,0.28670720997733945,1.4,3.2,5,0.382481175070667,1.9,3.45,3.3,2,0.0060377265684562606,0,1,3.2,0.3645621181262729,5,4.1,x,x,x,x,4.1,2.9
Floods in rainy season 2022,Flood,BRA003,Brazil,BRA,4.2,0.037687810924440124,0.1,2.15,5,0.460631087824586,2.3,3.65,3,1.7,0.003216320529314464,0,0.85,2.6,0.2222222222222222,5,3.8,3,0.0004,5,4,3.9,2.7
Complex crisis in CAR,Complex crisis,CAF001,CAR,CAF,4.7,1.0000321037593503,5,4.85,2.2,1,5,3.6,4.3,3.3,0.6590136054421769,3.3,3.3,4.5,0.42838709677419357,5,4.8,4.2,0.0003,5,4.6,4.7,4.1
Venezuela displacement in Chile,International displacement,CHL002,Chile,CHL,4.8,1,5,4.9,4.3,1,5,4.65,4.8,4.3,0.6094371207365558,3,3.65,3.9,0.048240343347639485,1.6,2.8,1.4,8.583690987124463e-07,0,0.7,1.9,2.9
Multiple crises in Cameroon,Multiple crises country,CMR001,Cameroon,CMR,4.4,0.9321571365107572,4.7,4.550000000000001,4.8,1,5,4.9,4.7,3.5,0.13605072463768117,0.6,2.05,4.7,0.5177097203728362,5,4.9,3.7,9.693741677762982e-05,4.8,4.3,4.6,3.6
Boko Haram in Cameroon,Conflict,CMR002,Cameroon,CMR,2.6,0.07248207146030336,0.3,1.45,1.9,0.13778985507246377,0.6,1.25,1.4,2.7,0.3276360767814883,1.6,2.1500000000000004,4,0.5,5,4.5,3.3,0.0001669341894060995,5,4.2,4.4,3.5
Anglophone Crisis in Cameroon,Conflict,CMR003,Cameroon,CMR,3.2,0.1882866873981934,0.9,2.0500000000000003,3.8,0.48818840579710143,2.4,3.0999999999999996,2.6,3,0.1509573994359507,0.7,1.85,4.3,0.47885939036381514,5,4.7,3.4,0.0001248770894788594,5,4.2,4.5,3.5
CAR refugees in Cameroon,International displacement,CMR004,Cameroon,CMR,3.8,0.4271794546339193,2.1,2.95,2.5,0.205,1,1.75,2.4,2,0.0839519264757865,0.4,1.2,3.6,0.7305263157894737,5,4.3,1.8,3.578947368421053e-05,1.8,1.8,3.3,2.4
Complex crisis in DRC,Complex crisis,COD001,DRC,COD,5,0.999999117796255,5,5,5,1,5,5,5,4.8,0.2401129943502825,1.2,3,5,0.39619607843137256,5,5,5,0.00012984313725490195,5,5,5,4.2
Complex crisis in Congo,Complex crisis,COG001,Congo,COG,4.2,1,5,4.6,0,0.11491228070175438,0.5,0.25,3.1,1.6,0.42748091603053434,2.1,1.85,2,0.09285714285714286,3.1,2.6,0.7,1.0714285714285714e-05,0.5,0.6,1.7,1.8
Complex crisis in Colombia,Complex crisis,COL001,Colombia,COL,5,1,5,5,5,1,5,5,5,4.2,0.21764705882352942,1,2.6,5,0.47162162162162163,5,5,3.9,4.864864864864865e-05,2.4,3.2,4.3,3.6
Venezuela displacement in Colombia,International displacement,COL002,Colombia,COL,0,9.995493465525012e-07,0,0,4.7,0.5149411764705882,2.6,3.6500000000000004,2.2,3.7,0.21148427385576118,1,2.35,4.8,0.44616492617933023,5,4.9,3.7,6.607850198055455e-05,3.3,3.5,4.3,3.5
Nicaraguan refugees in Costa Rica,International displacement,CRI002,Costa Rica,CRI,1.1,0.08738738738738738,0.3,0.7000000000000001,0.2,0.21118359739049394,1,0.6,0.7,1.4,0.2003530450132392,1,1.2,3.2,0.7929515418502202,5,4.1,x,x,x,x,4.1,3
Multiple crises in Djibouti,Multiple crises country,DJI001,Djibouti,DJI,2.3,1,5,3.65,0.2,1,5,2.6,3.2,2.2,0.5557476231633535,2.8,2.5,2.2,0.05598755832037325,1.9,2.1,0.7,4.665629860031104e-06,0.2,0.5,1.4,2
Mixed migration in Djibouti,International displacement,DJI002,Djibouti,DJI,1.4,0.31492666091458155,1.5,1.45,0,0.5885911840968021,2.9,1.45,1.5,0.1,0.05286343612334802,0.2,0.15000000000000002,2.2,1,5,3.6,0.7,8.333333333333333e-05,4.2,2.5,3.1,1.9
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,2.3,1,5,3.65,0.2,1,5,2.6,3.2,2.1,0.5246326707000865,2.6,2.35,x,x,x,x,x,x,x,x,x,2.35
Venezuela displacement in Dominican Republic,International displacement,DOM002,Dominican Republic,DOM,2.8,1,5,3.9,3.3,1,5,4.15,4,4.1,0.9440142942227516,4.7,4.4,2.9,0.012092534174553101,0.4,1.7,x,x,x,x,1.7,3.3
Mixed migration flows in Algeria,International displacement,DZA002,Algeria,DZA,5,1,5,5,5,1,5,5,5,1.5,0.005831552706552706,0,0.75,3.5,1,5,4.3,2.8,0.0003702290076335878,5,3.9,4.1,2.8
Sahrawi refugees in Algeria,International displacement,DZA003,Algeria,DZA,3.7,0.06675788845218687,0.2,1.9500000000000002,0,0.004963497150997151,0,0,1.1,1.2,0.7802690582959642,3.9,2.55,x,x,x,x,0,0,0,0,0,1.4
Multiple crises in Algeria,Multiple crises country,DZA004,Algeria,DZA,5,0.9996888830481568,5,5,5,1.004963497150997,5,5,5,1.9,0.009656486013598814,0,0.95,3.5,0.6009174311926605,5,4.3,2.8,0.00022247706422018348,5,3.9,4.1,2.9
Venezuela displacement in Ecuador,International displacement,ECU002,Ecuador,ECU,4,1,5,4.5,4.2,1,5,4.6,4.6,4,0.47066825369835064,2.3,3.15,4.1,0.09670038535645473,3.2,3.7,0.9,4.816955684007707e-07,0,0.5,2.4,2.8
Syrian Refugee Crisis in Egypt,International displacement,EGY002,Egypt,EGY,3.3,0.0914880405846602,0.4,1.8499999999999999,3.8,0.12726814289187655,0.6,2.1999999999999997,2,1.1,0.010188919549989387,0,0.55,3.1,1,5,4.1,0,0,0,0,2.6,1.7
Complex crisis in Eritrea,Complex crisis,ERI001,Eritrea,ERI,3.3,1,5,4.15,2.6,1,5,3.8,4,2.6,0.19326783701079078,0.9,1.75,3.6,0.2675,5,4.3,0,0,0,0,2.8,2.3
Mixed migration flows in spain,International displacement,ESP002,Spain,ESP,3.3,0.1999160352651886,0.9,2.1,3.6,0.254978236642345,1.2,2.4,2.3,1.1,0.011380504700643246,0,0.55,3.1,1,5,4.1,2.9,0.000818840579710145,5,4,4.1,2.7
Complex crisis in Ethiopia,Complex crisis,ETH001,Ethiopia,ETH,5,1.128571,5,5,5,1,5,5,5,5,0.7481864697690987,3.7,4.35,5,0.04333805849826323,1.4,3.2,4.3,1.0734420481966822e-05,0.5,2.4,2.8,3.7
International Displacement,International displacement,ETH003,Ethiopia,ETH,5,1.128571,5,5,5,1,5,5,5,5,0.30937692282781176,1.5,3.25,4.2,0.022871797555805616,0.8,2.5,0,0,0,0,1.4,2.4
Northern Ethiopia Conflict,Conflict,ETH004,Ethiopia,ETH,4.1,0.299,1.4,2.75,4.9,0.24369312477735677,1.2,3.0500000000000003,2.9,5,1,5,5,4.9,0.0846843853820598,2.8,3.9,4.3,3.1794019933554814e-05,1.6,3,3.5,4.4
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,4.8,0.7843,3.9,4.35,5,0.48576702613426603,2.4,3.7,4,4.8,0.40166666666666667,2,3.4,3.9,0.024149377593360995,0.8,2.4,2.2,1.4522821576763486e-06,0.1,1.2,1.8,2.7
Flood crisis in Gambia ,Flood,GMB002,Gambia,GMB,1.7,1,5,3.35,1.3,1,5,3.15,3.3,0.2,0.01765650080256822,0,0.1,1.1,0.13636363636363635,4.5,2.8,1.5,0.00025,5,3.3,3.1,1.8
Mixed migration flows in Greece,International displacement,GRC002,Greece,GRC,0.9,0.02609829325058185,0,0.45,0,0.038822852760736194,0.1,0.05,0.3,1.2,0.3950617283950617,1.9,1.5499999999999998,3.1,1,5,4.1,0.9,2.5e-05,1.3,1.1,2.9,2.3
Complex crisis in Guatemala,Complex crisis,GTM001,Guatemala,GTM,3.4,1,5,4.2,4.1,1,5,4.55,4.4,3.8,0.3333333333333333,1.6,2.7,3.4,0.04245614035087719,1.4,2.4,3.8,7.807017543859649e-05,3.9,3.9,3.2,3
Complex crisis in Honduras,Complex crisis,HND001,Honduras,HND,3.4,1,5,4.2,3.2,1,5,4.1,4.2,3.5,0.425531914893617,2.1,2.8,3.4,0.06175,2.1,2.8,3.9,0.00013925,5,4.5,3.8,3.3
Complex crisis in Haiti,Complex crisis,HTI001,Haiti,HTI,2.4,1,5,3.7,3.5,1,5,4.25,4,4,0.7192982456140351,3.6,3.8,2,0.002926829268292683,0.1,1.1,4.8,0.0002996341463414634,5,4.9,3.6,3.7
Nippes Earthquake ,Earthquake,HTI002,Haiti,HTI,1.8,0.46629172714078376,2.3,2.05,2.7,0.5639473684210526,2.8,2.75,2.4,2.2,0.10732617825478301,0.5,1.35,3.3,0.3188405797101449,5,4.2,4.8,0.0032579710144927535,5,4.9,4.6,3.4
Displacement from Ukraine conflict in Hungary,International displacement,HUN002,Hungary,HUN,1.3,0.06556942450016569,0.2,0.75,1,0.19795836669335468,0.9,0.95,0.9,2.8,0.7204246713852376,3.6,3.2,4.5,1,5,4.8,0,0,0,0,3.2,3.2
Papua Conflict,Conflict,IDN002,Indonesia,IDN,4.4,0.23294214410704528,1.1,2.75,2.5,0.020124864458778816,0.1,1.3,2.1,3.7,1,5,4.35,2.9,0.018389113644722323,0.6,1.8,2.5,9.746230231702832e-06,0.5,1.5,1.7,3.3
Conflict in Jammu and Kashmir,Conflict,IND002,India,IND,3.9,0.07474665258527037,0.3,2.1,3.7,0.009265470772504286,0,1.85,2,x,x,x,x,x,x,x,x,3.3,x,x,3.3,3.3,3.3
Afghan Refugees in Iran,International displacement,IRN004,Iran,IRN,4,0.1470818291215403,0.6,2.3,4.6,0.28856236122897366,1.4,3,2.7,3.3,0.11602143173669581,0.5,1.9,4.9,1,5,5,x,x,x,x,5,3.9
Multiple crises in Iraq,Multiple crises country,IRQ001,Iraq,IRQ,4.3,0.8825566402652422,4.4,4.35,5,1.1102910830035688,5,5,4.7,3.8,0.12730135129225523,0.6,2.1999999999999997,5,1.4608381999312952,5,5,4.9,0.00048488491927172795,5,5,5,4
Conflict  in Iraq,Conflict,IRQ002,Iraq,IRQ,4.3,0.8825566402652422,4.4,4.35,5,0.9850695540287927,4.9,4.95,4.7,3.7,0.13061908517350157,0.6,2.15,5,1.5545283018867924,5,5,4.9,0.0005326415094339623,5,5,5,4
Syrian and Palestinian refugees in iraq,International displacement,IRQ003,Iraq,IRQ,2.7,0.09357846748940873,0.4,1.55,2.4,0.12522152897477604,0.6,1.5,1.5,2,0.10120201628538193,0.5,1.25,3.5,0.5076628352490421,5,4.3,x,x,x,x,4.3,3.1
Mixed migration flows in Italy,International displacement,ITA002,Italy,ITA,2.7,0.13957639219419324,0.6,1.6500000000000001,2.8,0.11123832279688718,0.5,1.65,1.7,1.3,0.029534606205250596,0.1,0.7000000000000001,3.3,1,5,4.2,4.1,0.00395959595959596,5,4.6,4.4,3
Syrian refugees in Jordan,International displacement,JOR002,Jordan,JOR,2.7,0.4557670646542014,2.2,2.45,3.1,0.8058486026281695,4,3.55,3,2.9,0.2111851171336702,1,1.95,4.5,0.7172376291462752,5,4.8,0,0,0,0,3.2,2.6
Multiple crisis in Kenya ,Multiple crises country,KEN001,Kenya,KEN,4.5,0.9123238570474751,4.6,4.55,4.1,0.3012747471870104,1.5,2.8,3.8,4.5,1,5,4.75,3.9,0.03279754166174211,1.1,2.5,x,x,x,x,2.5,3.9
Refugee situation in Kenya,International displacement,KEN002,Kenya,KEN,2.6,0.06719612046245212,0.2,1.4000000000000001,0.2,0.019833357071642216,0,0.1,0.8,2.1,0.4982046678635548,2.5,2.3,3.9,1,5,4.5,x,x,x,x,4.5,3.6
Drought in Kenya,Drought,KEN003,Kenya,KEN,4.5,0.9123238570474751,4.6,4.55,4.1,0.29970801880074066,1.5,2.8,3.8,4.5,1,5,4.75,x,x,x,x,x,x,x,x,x,4.75
Syrian refugees in Lebanon,International displacement,LBN002,Lebanon,LBN,1.7,1.021505376344086,5,3.35,2.8,1,5,3.9,3.6,3.8,0.922440537745605,4.6,4.199999999999999,4.5,0.2448750800768738,5,4.8,x,x,x,x,4.8,4.5
Socioeconomic crisis in Lebanon,Political and economic crisis,LBN004,Lebanon,LBN,1.7,1.021505376344086,5,3.35,2.8,1,5,3.9,3.6,3.8,0.922440537745605,4.6,4.199999999999999,x,x,x,x,2.2,5.445227418321589e-06,0.3,1.3,1.3,3.1
Complex crisis in Libya,Complex crisis,LBY001,Libya,LBY,5,1,5,5,3,1,5,4,4.6,3.5,0.46,2.3,2.9,4.6,0.4111876988335101,5,4.8,4.1,0.00020784729586426298,5,4.6,4.7,4
Mixed migration flows in Libya,International displacement,LBY002,Libya,LBY,5,1,5,5,3,1,5,4,4.6,2.3,0.08658536585365853,0.4,1.3499999999999999,4.1,1,5,4.6,4.1,0.001104225352112676,5,4.6,4.6,3.4
Socio-economic crisis in Sri Lanka,Political and economic crisis,LKA002,Sri Lanka,LKA,3,0.9999202678998564,5,4,4.5,1,5,4.75,4.4,4.7,1,5,4.85,0,0,0,0,1.4,4.5134500812421015e-07,0,0.7,0.4,3.4
Drought in Lesotho,Drought,LSO002,Lesotho,LSO,2.5,0.9998353096179183,5,3.75,0.6,0.7071428571428572,3.5,2.05,3,2.3,0.48754208754208755,2.4,2.3499999999999996,x,x,x,x,0,0,0,0,0,1.3
Mixed migration flows in Morocco,International displacement,MAR002,Morocco,MAR,4.4,1,5,4.7,5,1,5,5,4.9,0,0.0005604334018307491,0,0,1.9,1,5,3.5,2.9,0.005380952380952381,5,4,3.8,2.3
DIsplacement from Ukraine conflict in Moldova,International displacement,MDA002,Moldova,MDA,0.3,0.04852449041679343,0.1,0.2,0,0.22107500759186152,1.1,0.55,0.4,2.2,0.8502747252747253,4.2,3.2,4,1,5,4.5,0,0,0,0,2.9,3.1
Multiple crisis in Madagascar,Multiple crises country,MDG001,Madagascar,MDG,4.6,1,5,4.8,4.9,1,5,4.95,4.9,2.8,0.05063590054987687,0.2,1.5,3.3,0.12858094603597603,4.3,3.8,3.4,0.0001625582944703531,5,4.2,4,3
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,3.6,0.2573942935716741,1.2,2.4,0,0.024626387342711602,0.1,0.05,1.4,2.1,0.7410958904109589,3.7,2.9000000000000004,1,0.009242144177449169,0.3,0.7,2.1,5.545286506469501e-05,2.8,2.5,1.7,2.3
Tropical Cyclones Season in 2022 in Madagascar,Tropical cyclone,MDG006,Madagascar,MDG,4.6,1,5,4.8,4.9,1,5,4.95,4.9,2.5,0.03238538609452485,0.1,1.3,3.2,0.19583333333333333,5,4.1,3.3,0.00022291666666666667,5,4.2,4.2,3.1
Multiple crisis in Mexico,Multiple crises country,MEX001,Mexico,MEX,5,1,5,5,5,1,5,5,5,2.1,0.005126083064502508,0,1.05,4,1,5,4.5,5,0.013960461285008238,5,5,4.8,3.5
Criminal Violence in Mexico,Other type of violence,MEX002,Mexico,MEX,5,1,5,5,5,1,5,5,5,1.8,0.003200635060043576,0,0.9,3.7,1,5,4.4,5,0.020461741424802112,5,5,4.7,3.4
Mixed Migration in Mexico,International displacement,MEX003,Mexico,MEX,5,0.8599696494251395,4.3,4.65,5,0.9633742631783404,4.8,4.9,4.8,1.4,0.0019986500346257353,0,0.7,3.4,1,5,4.2,4.1,0.0031535087719298245,5,4.6,4.4,3
Complex crisis in Mali,Complex crisis,MLI001,Mali,MLI,5,1.0163908899433696,5,5,4.4,1,5,4.7,4.9,3.8,0.299017513882956,1.5,2.65,4.5,0.22142857142857142,5,4.8,4.9,0.0004014285714285714,5,5,4.9,4
Multiple crises in Myanmar,Multiple crises country,MMR001,Myanmar,MMR,4.7,1.0130121883995835,5,4.85,5,1,5,5,4.9,5,0.627899461400359,3.1,4.05,4.4,0.0325098644707497,1.1,2.8,5,0.0003188654429004403,5,5,4.2,4.1
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,2.7,0.06240429962638574,0.2,1.4500000000000002,2,0.06919210053859964,0.3,1.15,1.3,2.8,0.40295796574987025,2,2.4,4.4,0.8261429491307147,5,4.7,3,7.533805537669028e-05,3.8,3.4,4.1,3.4
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,4,0.37490506522937467,1.8,2.9,3.1,0.15068222621184918,0.7,1.9,2.4,3.3,0.35660669605623735,1.8,2.55,2.9,0.03374540594721016,1.1,2,3.9,0.00019077848312729702,5,4.5,3.5,3.1
Post-coup conflict in Myanmar,Conflict,MMR004,Myanmar,MMR,4.3,0.5817924297176457,2.9,3.5999999999999996,5,0.7801256732495512,3.9,4.45,4.1,5,0.7002508457413757,3.5,4.25,4.3,0.034080452215065074,1.1,2.7,5,0.0003438937820428553,5,5,4.1,4.2
Multiple Crises in Mozambique,Multiple crises country,MOZ001,Mozambique,MOZ,4.6,0.6997418550827844,3.5,4.05,4.4,0.7067770771256323,3.5,3.95,4,4.2,0.5336045884602186,2.6,3.4000000000000004,4.3,0.08755167661920074,2.9,3.6,3.9,5.043638033991732e-05,2.5,3.2,3.4,3.4
Cabo Delgado Islamist Insurgency,Other type of violence,MOZ004,Mozambique,MOZ,4.1,0.3568440194308095,1.7,2.9,3.4,0.35693992100339544,1.8,2.6,2.8,4.2,1,5,4.6,4.3,0.09192389827218016,3.1,3.7,3.7,3.950689186565716e-05,2,2.9,3.3,4
2022 Tropical Cyclone Seasons in Mozambique,Tropical cyclone,MOZ008,Mozambique,MOZ,4.5,0.5995638241053943,3,3.75,4.2,0.6259441480146906,3.1,3.6500000000000004,3.7,2.5,0.05651500055352596,0.2,1.35,1.1,0.005876591576885406,0.2,0.7,3.1,0.00013907933398628794,5,4.1,2.8,2.1
Refugees from Mali in Mauritania,International displacement,MRT002,Mauritania,MRT,3.9,0.19986416998156592,0.9,2.4,0.6,0.3190636862083509,1.6,1.1,1.8,2.8,1,5,3.9,2.8,0.059484467944481166,2,2.4,0,0,0,0,1.3,2.8
Food Security in Mauritania,Drought,MRT003,Mauritania,MRT,5,1,5,5,2.1,0.9192323913960354,4.6,3.3499999999999996,4.3,3.1,0.5308557008488185,2.6,2.85,x,x,x,x,0,0,0,0,0,1.6
Complex crisis in Malawi,Complex crisis,MWI002,Malawi,MWI,3.3,1,5,4.15,4.3,1,5,4.65,4.4,4,0.39411364943279836,1.9,2.95,3.1,0.0189680328956095,0.6,1.9,2.6,9.417694654463457e-06,0.5,1.6,1.8,2.4
Tropical Cyclone Ana in Malawi,Tropical cyclone,MWI004,Malawi,MWI,3.3,1.0028425965210013,5,4.15,4.1,0.8887030163625909,4.4,4.25,4.2,2.5,0.05823529411764706,0.2,1.35,2.5,0.05454545454545454,1.8,2.2,2.4,4.6464646464646464e-05,2.3,2.4,2.3,1.9
International Refugees in Malaysia,International displacement,MYS001,Malaysia,MYS,1.6,0.028020088266626084,0,0.8,3.3,0.3086193185293938,1.5,2.4,1.7,4.2,1,5,4.6,3.2,0.018434093161546084,0.6,1.9,1.1,5.946481665014866e-07,0,0.6,1.3,3.4
Food Security Crisis in Namibia,Food Security,NAM002,Namibia,NAM,4.9,1,5,4.95,1.4,0.9929933826391593,5,3.2,4.3,2.8,0.622108976871815,3.1,2.95,0,0,0,0,0,0,0,0,0,1.7
Multiple crises in Niger,Complex crisis,NER001,Niger,NER,5,1.0002368358727403,5,5,4.6,1,5,4.8,4.9,3.5,0.16416326530612244,0.8,2.15,4,0.16907011437095973,5,4.5,3.9,0.00013276976628543013,5,4.5,4.5,3.6
Boko Haram in Niger,Conflict,NER002,Niger,NER,3.7,0.12386989816057473,0.5,2.1,0,0.026734693877551022,0.1,0.05,1.2,2.2,1,5,3.6,3.5,0.44274809160305345,5,4.3,3.2,0.0002549618320610687,5,4.1,4.2,3.9
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,3.9,0.1662587826636141,0.7,2.3,2.6,0.24693877551020407,1.2,1.9,2.1,3.1,0.39834710743801655,2,2.55,3.5,0.11037344398340249,3.7,3.6,3.7,0.00015850622406639005,5,4.4,4,3.4
Nigerian Refugees,International displacement,NER004,Niger,NER,1.6,0.006801926265098287,0,0.8,2.1,0.17791836734693878,0.8,1.4500000000000002,1.1,2.5,0.21954576737783896,1.1,1.8,3.3,0.21316614420062696,5,4.2,1.7,1.6718913270637407e-05,0.8,1.3,3.1,2.5
Complex crisis in Nigeria,Complex crisis,NGA001,Nigeria,NGA,4.9,1,5,4.95,5,1,5,5,5,4.8,0.11233258673492709,0.5,2.65,5,0.21957273652085452,5,5,5,0.00020748728382502543,5,5,5,4.1
Middle belt conflict,Conflict,NGA003,Nigeria,NGA,3.6,0.15697047553169297,0.7,2.15,4,0.0709969374228642,0.3,2.15,2.2,2.9,0.1091939222250837,0.5,1.7,3.8,0.2918632075471698,5,4.4,4,0.00035436320754716983,5,4.5,4.5,3.4
Boko Haram crisis in Nigeria,Conflict,NGA004,Nigeria,NGA,3.7,0.17338954950206967,0.8,2.25,4,0.07336929195045025,0.3,2.15,2.2,4.5,1,5,4.75,5,0.2685813967977073,5,5,4.4,7.283035324901875e-05,3.6,4,4.6,4.7
Northwest Banditry,Other type of violence,NGA007,Nigeria,NGA,4,0.26099673902302445,1.2,2.6,5,0.18983864332403894,0.9,2.95,2.8,3.9,0.1624328814620404,0.8,2.35,3.9,0.07515564779128373,2.5,3.2,4.8,0.00034983694040913133,5,4.9,4.2,3.4
Cameroonian Refugees in Nigeria,International displacement,NGA008,Nigeria,NGA,3.4,0.11953511863587953,0.5,1.95,3.7,0.05793755999451479,0.2,1.9500000000000002,2,0.7,0.006469428007889546,0,0.35,2.7,1,5,3.9,x,x,x,x,3.9,2.5
Socioeconomic crisis in Nicaragua,Political and economic crisis,NIC001,Nicaragua,NIC,3.5,1,5,4.25,2.6,1,5,3.8,4,1.3,0.032252862441541685,0.1,0.7000000000000001,3.3,1,5,4.2,1.8,9.5e-05,4.8,3.3,3.8,2.6
Complex crisis in Pakistan,Complex crisis,PAK001,Pakistan,PAK,4.8,1,5,4.9,5,1,5,5,5,5,0.587579361102275,2.9,3.95,5,0.07009633425539331,2.3,3.7,4.2,5.98473780618942e-06,0.3,2.3,3.1,3.6
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,1.9,0.01724911789124118,0,0.95,2.1,0.0184758310855858,0,1.05,1,x,x,x,x,x,x,x,x,0,x,x,0,0,0
Floods in Pakistan ,Flood,PAK005,Pakistan,PAK,4.9,1.1075173827314237,5,4.95,5,0.14379774193970082,0.7,2.85,4.1,5,1,5,5,5,0.23939393939393938,5,5,4.6,4.848484848484849e-05,2.4,3.5,4.4,4.7
Venezuela displacement in Panama,International displacement,PAN002,Panama,PAN,3.1,0.9978073715361852,5,4.05,0,0.032122286220646876,0.1,0.05,2.6,0.8,0.6620689655172414,3.3,2.05,3,1.2708333333333333,5,4,2.6,0.0006354166666666666,5,3.8,3.9,3.1
Venezuela displacement in Peru,International displacement,PER002,Peru,PER,5,1,5,5,5,1,5,5,5,4.2,0.30219730807278394,1.5,2.85,4.6,0.15573851800416624,5,4.8,0.9,3.9678603313163374e-07,0,0.5,3.4,3.1
Multiple crises in the Philippines,Multiple crises country,PHL001,Philippines,PHL,4.3,1.2309085421068517,5,4.65,5,0.47690148854016673,2.4,3.7,4.2,4.3,0.24472095080580022,1.2,2.75,3.1,0.012337917485265226,0.4,1.8,3.3,1.555992141453831e-05,0.8,2.1,2,2.4
