Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,62705,22156000,22156000,0,162,#N/A,4,#N/A,#N/A,#N/A,#N/A,0,15156000,3600000,3382000,18000,1,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Food security crisis in Lesotho,Food Security,LSO003,Lesotho,LSO,25760,1485000,830000,x,x,x,x,x,x,#N/A,x,655000,511000,319000,0,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,446300,37633000,21000,21000,x,x,175,0,0,#N/A,0,37612000,0,21000,0,0,4,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
DIsplacement from Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,1595,207000,98000,98000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,109000,0,98000,0,0,2,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,581800,29643000,5114000,193000,x,39000,244,x,57000,#N/A,x,24528000,2862000,1968000,285000,0,1,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,149752,5251000,4154000,8000,x,39000,30,x,x,#N/A,x,1096000,2090000,1780000,285000,0,1,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tropical Cyclones Season in 2022 in Madagascar,Cyclone,MDG006,Madagascar,MDG,581800,29643000,960000,188000,x,x,214,x,57000,#N/A,x,28683000,772000,188000,0,0,1,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,1943950,118414000,607000,607000,x,x,8580,x,x,#N/A,x,117806000,510000,98000,0,0,5,x,x,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,1943950,118414000,379000,379000,x,x,7821,x,x,#N/A,x,118035000,379000,x,x,x,5,x,x,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,1671738,114142000,228000,228000,x,x,759,x,x,#N/A,x,113913000,131000,98000,0,0,3,x,x,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,1240190,21069000,6300000,1261000,2,44056,1730,x,1,#N/A,x,14769000,0,3400000,2700000,200000,6,x,x,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,661578,55700000,34974000,2584000,x,x,9209,x,x,#N/A,x,20726000,20568000,2807000,9137000,2462000,4,x,x,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,40755,3854000,1553000,1304000,x,x,338,x,x,#N/A,x,2300000,0,0,1553000,0,4,x,x,2.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,244843,8393000,2993000,101000,x,x,590,x,x,#N/A,x,5400000,0,777000,2065000,151000,3,x,x,2.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,379957,43453000,30428000,1179000,x,x,8281,x,x,#N/A,x,13025000,20568000,2030000,5519000,2311000,3,x,x,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,567037,28368000,11238000,1076000,257,x,520,143407,13365,#N/A,1700000,17130000,8941000,2297000,0,0,5,x,x,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,280615,10302000,10302000,947000,0,x,465,x,x,#N/A,x,0,8702000,1600000,0,0,3,x,x,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0
2022 Tropical Cyclone Seasons in Mozambique,Cyclone,MOZ008,Mozambique,MOZ,484412,18066000,936000,129000,257,x,55,143407,13365,#N/A,1700000,17130000,239000,697000,0,0,4,#N/A,#N/A,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,206000,1513000,1513000,97000,0,x,0,0,0,#N/A,x,0,1416000,97000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,1030700,4359000,2314000,x,x,136000,0,x,x,#N/A,x,2045000,1435000,796000,83000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,94280,19129000,11492000,144000,206,12854,396,x,x,#N/A,x,7637000,6990000,4502000,0,0,2,x,x,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Tropical Cyclone Ana in Malawi,Cyclone,MWI004,Malawi,MWI,94548,17000000,990000,54000,206,x,46,x,x,#N/A,x,16010000,310000,680000,0,0,2,116000,x,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,9206,10090000,10090000,183000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,9907000,183000,0,0,3,#N/A,#N/A,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,823290,2551000,1587000,0,0,0,0,#N/A,#N/A,#N/A,#N/A,964000,836000,632000,119000,0,1,#N/A,#N/A,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Multiple crises in Niger,"Conflict,Displacement",NER001,Niger,NER,1267000,24500000,4022000,715000,5,x,370,x,x,#N/A,x,20478000,867000,2739000,350000,66000,4,x,x,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0
Boko Haram in Niger,Conflict,NER002,Niger,NER,156906,655000,655000,319000,141012,x,119,x,x,#N/A,x,0,48000,589000,14000,3000,3,x,x,1.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,210600,6050000,2410000,304000,x,x,213,x,x,#N/A,x,3640000,450000,1599000,304000,57000,4,x,x,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0
Nigerian Refugees,Displacement,NER004,Niger,NER,8616,4359000,957000,76000,x,x,24,0,0,#N/A,0,3402000,368000,551000,32000,6000,2,x,x,1.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,910770,220473000,26806000,6827000,2444,5940001,5045,174000,x,#N/A,x,193666000,7651000,14767000,4389000,0,5,x,800000,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0
Middle belt conflict,Violence,NGA003,Nigeria,NGA,142964,15532000,1696000,521000,x,x,468,x,x,#N/A,x,13837000,0,1528000,168000,0,5,x,x,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
Boko Haram crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,157918,16051000,16051000,4311000,x,1529500,1354,x,x,#N/A,x,0,7651000,4600000,3800000,0,4,x,800000,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,237708,41531000,6746000,605000,x,x,1753,x,x,#N/A,49,34785000,0,6325000,420000,0,5,x,x,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,108869,12675000,86000,86000,x,x,x,x,x,#N/A,x,12589000,0,86000,0,0,2139,x,x,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,120340,6201000,200000,200000,x,x,10,x,x,#N/A,x,6001000,200000,x,x,x,x,x,x,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,770880,229489000,134843000,1708000,12867,x,857,1200000,805000,#N/A,x,94646000,82643000,51079000,1122000,0,5,x,x,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,13297,4240000,x,x,x,x,3,x,x,#N/A,x,x,x,x,x,x,3,x,x,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,853763,33000000,33000000,156000,12900,0,1739,1200000,805000,#N/A,0,0,12400000,20570000,30000,0,1,#N/A,#N/A,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,74177,146000,96000,146000,x,x,61,x,x,#N/A,x,50000,2000,94000,0,0,2,x,x,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,1280000,33359000,10081000,1570000,x,x,1,x,x,#N/A,x,23278000,8381000,1700000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
Multiple crises in the Philippines,"Conflict,Cyclone,Violence",PHL001,Philippines,PHL,300000,109033000,16108000,296000,879,x,383,1838816,411972,#N/A,66292500000,92925000,13413000,2695000,0,0,4,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,138354,26252000,188000,188000,x,x,208,x,x,#N/A,x,26064000,0,188000,0,0,4,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Typhoon RAI,Cyclone,PHL010,Philippines,PHL,195883.53,18662000,9018000,1000,0,x,0,1735513,403562,#N/A,66000000000,9644000,6618000,2400000,0,0,4,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earthquake in Abra,Earthquake,PHL011,Philippines,PHL,32782,7083000,574000,50000,609,#N/A,11,35393,919,#N/A,31500000,6509000,525000,50000,0,0,4,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Typhoon Nalgae,Cyclone,PHL012,Philippines,PHL,238000,95962000,6327000,57000,270,#N/A,164,67910,7491,#N/A,261000000,89635000,6271000,57000,0,0,4,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,63679,2855000,265000,31000,#N/A,#N/A,57,#N/A,#N/A,#N/A,#N/A,2590000,0,233000,32000,0,4,#N/A,#N/A,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,147500,1904000,1544000,1544000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,360000,0,1544000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,120410,25666000,25666000,34000,x,x,13,x,x,#N/A,x,0,15120000,4970000,5459000,0,1,x,x,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,6025,5355000,5355000,6401000,2580,x,154,160000,11422,#N/A,x,0,3255000,1974000,126000,0,4,x,4950000,1.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0
Regional Boko Haram Crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",369002,20474000,16984000,5744000,x,x,1583,0,4300,#N/A,5200000,3490000,6212000,6409000,3452000,911000,5,x,800000,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5811256,214402000,64593000,11996000,x,x,512,x,x,#N/A,x,149809000,37651000,26943000,0,0,5,x,x,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0
Regional Kashmir conflict,0,REG003,"India,Pakistan","IND,PAK",235533,16781000,16991000,x,x,x,133,x,x,#N/A,x,x,x,x,x,x,3,x,x,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0
Syrian Regional Crisis,0,REG004,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",497843,89445000,39336000,23442000,x,x,2529,x,x,#N/A,x,50109000,19836000,13066000,6308000,127000,5,#N/A,x,1.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0
Eastern Mediterranean Route ,0,REG006,"Turkey,Greece","TUR,GRC",180868,38031000,8990000,490000,x,x,187,x,x,#N/A,x,29041000,8787000,167000,36000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",4345946,72564000,1231000,1231000,x,x,677,x,x,#N/A,x,71333000,0,1231000,0,0,4,x,x,1.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",2928041,95043000,447000,447000,x,x,175,x,x,#N/A,x,94596000,0,447000,0,0,4,x,x,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",45507,5346000,3045000,1304000,x,x,344,x,x,#N/A,x,2300000,0,1492000,1553000,0,4,x,x,2.0,3.0,2.0,0.0,3.0,3.0,3.0,1.0,3.0
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",2332808,63070000,38541000,175000,206,52209,1169,0,0,#N/A,0,24529000,21101000,15954000,1486000,0,4,#N/A,#N/A,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",35959,4452000,2860000,91000,x,x,13,x,x,#N/A,x,1593000,2833000,27000,0,0,2,x,x,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",1930880,94637000,58737000,5058000,4893,2206875,4917,x,x,#N/A,3500000,35900000,34782000,17784000,5144000,1027000,5,x,x,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Displacement from Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,62918,5152000,103000,103000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,5049000,0,103000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,20524,2369000,127000,127000,x,x,x,0,0,#N/A,0,2255000,0,127000,0,0,2,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,1840687,49800000,29300000,5553000,122,x,1366,48200,24800,#N/A,14851,20500000,13500000,10200000,5500000,100000,5,x,x,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,89263,14770000,14770000,1139000,x,x,0,x,x,#N/A,x,0,13631000,1139000,0,0,2,#N/A,#N/A,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0
Floods in Sudan ,Floods,SDN006,Sudan,SDN,1840687,49800000,349000,139000,122,x,146,48200,24800,#N/A,14851,49451000,210000,139000,0,0,5,x,x,2.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0
Violence in Darfur and Kordofan regions,Violence,SDN008,Sudan,SDN,880145,17139000,17139000,170000,0,0,635,55,0,#N/A,0,0,9299000,3730000,4110000,0,2,0,0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0
Drought in Senegal,Drought,SEN002,Senegal,SEN,196712,18276000,5847000,4000,0,0,15,0,0,#N/A,x,12429000,4971000,846000,30000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,20720,6700000,3200000,176000,x,1269,291,x,x,#N/A,977450,3500000,1500000,1700000,0,0,3,x,x,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,627340,17803000,17803000,3758000,156,1800000,4893,x,x,#N/A,x,0,10003000,5541000,1937000,322000,5,x,x,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,98924,2694000,34000,34000,x,x,5,0,0,#N/A,0,2660000,0,34000,0,0,1,x,x,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,644329,12777000,12777000,5459000,x,2018424,851,x,x,#N/A,14369,0,255000,1660000,10727000,128000,5,x,1500000,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0
2022 seasonal floods in South Sudan,Floods,SSD003,South Sudan,SSD,601297,11643000,1000000,182000,x,x,62,x,x,#N/A,x,10643000,0,1000000,0,0,5,x,x,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0
Displacement from Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,15700,1673000,103000,103000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,1571000,0,103000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,17200,1174000,697000,0,0,0,0,#N/A,#N/A,#N/A,#N/A,477000,438000,222000,37000,0,1,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,185180,18523000,18523000,16624000,x,x,2529,x,x,#N/A,x,0,3963000,9600000,4900000,60000,5,x,1160000,1.0,3.0,2.0,0.0,3.0,2.0,3.0,2.0,3.0
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,1259200,16797000,7607000,1064000,x,x,206,x,x,#N/A,x,9175000,1207000,715000,1910000,3525000,5,x,x,1.0,3.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0
