Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,40463,8708000,1839000,1319000,x,x,0,x,x,#N/A,x,6869000,1062000,622000,155000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,543630,24775000,24775000,851000,x,1000538,x,0,0,#N/A,0,0,18676000,4874000,1225000,0,2,0,0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,38244,1220000,661000,661000,x,1112393,x,0,0,#N/A,0,559000,0,661000,0,0,2,0,x,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
Drought in Kenya,Drought,KEN003,Kenya,KEN,543630,24684000,24684000,x,x,1112393,x,0,0,#N/A,0,0,19246000,4214000,1225000,0,2,0,0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,10450,6769000,6246000,1531000,x,0,x,x,x,#N/A,x,523000,4715000,781000,704000,46000,2,x,x,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
Socioeconomic crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster",LBN004,Lebanon,LBN,10450,6769000,6246000,x,x,x,9,x,x,#N/A,x,523000,3035000,1890000,1275000,46000,3,x,x,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,1759540,6866000,6866000,1568000,x,x,721,x,x,#N/A,x,0,5826000,1016000,24000,0,7,198000,633000,1.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,1759540,6866000,737000,737000,x,x,678,x,x,#N/A,x,6129000,0,737000,0,0,4,79000,229000,1.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,62705,22156000,22156000,0,0,#N/A,3,#N/A,#N/A,#N/A,#N/A,0,15156000,3600000,3382000,18000,1,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,446300,37731000,21000,21000,x,x,318,0,0,#N/A,0,37710000,0,21000,0,0,4,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
DIsplacement from Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,1595,217000,108000,108000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,110000,0,108000,0,0,2,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,581800,30038000,4786000,43000,x,39000,33,23600,500,#N/A,141000,25252000,2527000,2007000,252000,0,1,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,149752,6230000,4696000,8000,x,39000,x,x,x,#N/A,x,1535000,2470000,1973000,252000,0,1,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tropical cyclone Cheneso in Madagascar,Cyclone,MDG007,Madagascar,MDG,581800,30038000,91000,34000,x,#N/A,33,23600,500,#N/A,141000,29947000,57000,34000,0,0,x,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,1943950,118414000,607000,607000,x,x,8514,x,x,#N/A,x,117806000,502000,106000,0,0,5,x,x,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,1943950,118414000,379000,379000,x,x,7705,x,x,#N/A,x,118035000,379000,x,x,x,5,x,x,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,1671738,114181000,228000,228000,x,x,809,x,x,#N/A,x,113953000,123000,106000,0,0,3,x,x,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,1240190,21700000,12900000,1388000,3,44056,1677,x,1,#N/A,x,8800000,4100000,6800000,1800000,200000,5,x,x,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,676578,55744000,54644000,2785000,x,x,7857,x,x,#N/A,x,1100000,37338000,12849000,4457000,0,4,x,x,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,36778,3472000,3472000,1304000,x,x,337,x,x,#N/A,x,0,1800000,434000,1238000,0,4,x,x,2.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,149600,4873000,4873000,98000,x,x,562,x,x,#N/A,x,0,3400000,1165000,308000,0,3,x,x,2.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,490200,47399000,46299000,1383000,x,x,6958,x,x,#N/A,x,1100000,32138000,11250000,2911000,0,3,x,x,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,303655,13351000,10346000,1046000,2,x,432,7330,x,#N/A,x,3006000,8729000,1617000,0,0,3,x,x,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,280615,10302000,10302000,1029000,0,x,422,x,x,#N/A,x,0,8702000,1600000,0,0,3,x,x,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0
Floods in Maputo province in Mozambique,Floods,MOZ009,Mozambique,MOZ,23040,3049000,43000,17000,2,x,10,7330,x,#N/A,x,3006000,26000,17000,0,0,1,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,206000,2024000,2024000,98000,0,x,0,0,0,#N/A,x,0,1926000,98000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,1030700,4371000,1793000,x,x,136000,0,x,x,#N/A,x,2578000,1099000,588000,106000,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,94280,19890000,11002000,594000,918,51568,498,437,437,#N/A,228,8888000,6689000,4313000,0,0,2,x,x,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,9206,10090000,10090000,184000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,9906000,184000,0,0,3,#N/A,#N/A,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,823290,2597000,1295000,0,0,0,0,#N/A,#N/A,#N/A,#N/A,1302000,905000,384000,6000,0,1,#N/A,#N/A,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Multiple crises in Niger,"Conflict,Displacement",NER001,Niger,NER,1267000,26000000,9900000,702000,5,x,355,x,x,#N/A,x,21680000,850000,2030000,1440000,0,4,x,x,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0
Boko Haram in Niger,Conflict,NER002,Niger,NER,156906,655000,655000,315000,141012,x,46,x,x,#N/A,x,0,48000,589000,14000,3000,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,210600,6050000,2410000,308000,x,x,266,x,x,#N/A,x,3640000,450000,1599000,304000,57000,4,x,x,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0
Nigerian Refugees,Displacement,NER004,Niger,NER,8616,4359000,957000,65000,x,x,22,0,0,#N/A,0,3402000,368000,551000,32000,6000,2,x,x,1.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,910770,220473000,23150000,6097000,2416,5934949,4826,174000,x,#N/A,x,197322000,7800000,12628000,2522000,200000,5,x,800000,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0
Middle belt conflict,Violence,NGA003,Nigeria,NGA,142964,15532000,2161000,581000,x,x,394,x,x,#N/A,x,13372000,0,2014000,147000,0,5,x,x,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
Boko Haram crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,157918,16100000,16100000,4761000,x,1529500,1841,x,x,#N/A,x,0,7800000,5900000,2200000,200000,4,x,800000,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,237708,41531000,4783000,649000,x,x,1784,x,x,#N/A,49,36748000,0,4608000,176000,0,5,x,x,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,108869,12675000,106000,106000,x,x,x,x,x,#N/A,x,12568000,0,106000,0,0,2139,x,x,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,120340,6201000,200000,200000,x,x,7,x,x,#N/A,x,6001000,200000,x,x,x,x,x,x,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,770880,231402000,50677000,3811000,12900,x,1003,1200000,805000,#N/A,x,180725000,30077000,17979000,2621000,0,5,x,x,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,13297,4240000,x,x,x,x,0,x,x,#N/A,x,x,x,x,x,x,3,x,x,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,669831,33000000,33000000,31000,12900,0,1739,1200000,805000,#N/A,0,0,12400000,20570000,30000,0,1,#N/A,#N/A,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,74177,145000,73000,145000,x,x,89,x,x,#N/A,x,72000,0,73000,0,0,2,x,x,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,1280000,33359000,10081000,1570000,x,x,1,x,x,#N/A,x,23278000,8381000,1700000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
Multiple crises in the Philippines,"Conflict,Cyclone,Violence,Floods,Other seasonal event",PHL001,Philippines,PHL,300000,109033000,8671000,184000,281,x,395,70057,8064,#N/A,290000000,100362000,8487000,184000,0,0,4,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,138354,26252000,122000,122000,x,x,186,x,x,#N/A,x,26131000,0,122000,0,0,4,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Typhoon Nalgae,Cyclone,PHL012,Philippines,PHL,238000,95962000,6328000,54000,270,#N/A,164,68330,7502,#N/A,261000000,89635000,6274000,54000,0,0,4,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
"LPAs, Northeast Monsoon, and Shear Line","Floods,Other seasonal event",PHL013,Philippines,PHL,192553,51181000,2222000,9000,11,#N/A,45,1727,562,#N/A,29000000,48959000,2213000,9000,0,0,4,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,63679,2855000,265000,31000,#N/A,#N/A,52,#N/A,#N/A,#N/A,#N/A,2590000,0,233000,32000,0,4,#N/A,#N/A,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,147500,1933000,1573000,1573000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,360000,0,1573000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,120410,25972000,25972000,34000,x,x,13,x,x,#N/A,x,0,15542000,4970000,5459000,0,1,x,x,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,6025,5355000,5355000,6401000,2580,x,170,160000,11422,#N/A,x,0,3255000,1974000,126000,0,4,x,4950000,1.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0
Regional Boko Haram Crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",346651,20474000,16984000,5593000,x,x,1748,0,4300,#N/A,5200000,3490000,6212000,6409000,3452000,911000,5,x,800000,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5811256,214402000,64593000,11996000,x,x,512,x,x,#N/A,x,149809000,37651000,26943000,0,0,5,x,x,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0
Regional Kashmir conflict,0,REG003,"India,Pakistan","IND,PAK",235533,16781000,16991000,x,x,x,100,x,x,#N/A,x,x,x,x,x,x,3,x,x,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0
Syrian Regional Crisis,0,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",497843,89444000,39275000,23800000,x,x,2499,x,x,#N/A,x,50168000,19811000,13038000,6301000,127000,5,#N/A,x,1.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0
Eastern Mediterranean Route ,0,REG006,"Türkiye,Greece","TUR,GRC",180868,38031000,8990000,490000,x,x,188,x,x,#N/A,x,29041000,8787000,167000,36000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",4345946,71365000,1273000,1273000,x,x,678,x,x,#N/A,x,70092000,0,1273000,0,0,4,x,x,1.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",2928041,95291000,419000,419000,x,x,318,x,x,#N/A,x,94872000,0,419000,0,0,4,x,x,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",37508,4968000,4968000,1304000,x,x,361,x,x,#N/A,x,0,1800000,1930000,1238000,0,4,x,x,2.0,3.0,2.0,0.0,3.0,3.0,3.0,1.0,3.0
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",2606909,72192000,48385000,627000,918,93731,516,437,437,#N/A,228,23807000,34937000,13153000,295000,0,5,#N/A,#N/A,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",35959,4452000,2860000,117000,x,x,13,x,x,#N/A,x,1593000,2833000,27000,0,0,2,x,x,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",1955270,101640000,65740000,5425000,4893,2206875,4893,x,x,#N/A,7852053,35900000,40609000,17561000,5347000,2222000,5,x,x,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Turkiye / Syria earthquake,Earthquake,REG015,"Türkiye,Syria","TUR,SYR",157336,24947000,15100000,3003000,120000,x,51900,224000,0,#N/A,x,9847000,13715000,1385000,0,0,5,x,x,1.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0
Displacement from Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,62918,5159000,110000,110000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,5049000,0,110000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,20524,2382000,127000,127000,x,x,x,0,0,#N/A,0,2255000,0,127000,0,0,2,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,1840687,49800000,29300000,5541000,122,x,1681,48200,24800,#N/A,14851,20500000,13500000,10200000,5500000,100000,5,x,x,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,89263,14770000,14770000,1129000,x,x,2,x,x,#N/A,x,0,13641000,1129000,0,0,2,#N/A,#N/A,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0
Floods in Sudan ,Floods,SDN006,Sudan,SDN,1840687,49800000,349000,139000,122,x,146,48200,24800,#N/A,14851,49451000,210000,139000,0,0,5,x,x,2.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0
Violence in Darfur and Kordofan regions,Violence,SDN008,Sudan,SDN,880145,17139000,17139000,182000,0,0,868,55,0,#N/A,0,0,9299000,3730000,4110000,0,2,0,0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0
Drought in Senegal,Drought,SEN002,Senegal,SEN,196712,18276000,5847000,4000,0,0,15,0,0,#N/A,x,12429000,4971000,846000,30000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,20720,6300000,3200000,176000,x,1269,232,x,x,#N/A,977450,3100000,2100000,1100000,0,0,3,x,x,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,627340,16955000,16955000,3677000,114,1800000,48639,x,x,#N/A,x,0,8710000,4150000,2578000,1517000,5,x,x,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,98924,2694000,35000,35000,x,x,3,0,0,#N/A,0,2659000,0,35000,0,0,1,x,x,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0
