,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Complex crisis in Colombia,Complex crisis,COL001,Colombia,COL,39.9,3.4,4.507,2.9,0.293,4.8,0.7823529411764706,0.06666666666666667,0.08837254901960784,0.056862745098039215,0.005745098039215686,4,4.4
Venezuela displacement in Colombia,International displacement,COL002,Colombia,COL,20.708,0.722,4.831,0,0,4.5,0.7885157261442388,0.02749219404462722,0.18395400198004722,0,0,3,3.75
Nicaraguan refugees in Costa Rica,International displacement,CRI002,Costa Rica,CRI,0.906,0.047,0.18,0,0,2.1,0.7996469549867609,0.04148278905560459,0.1588702559576346,0,0,3,2.55
Multiple crises in Djibouti,Multiple crises country,DJI001,Djibouti,DJI,0.514,0.415,0.216,0.005,0,2.2,0.4442523768366465,0.35868625756266204,0.18668971477960242,0.00432152117545376,0,3,2.6
Mixed migration in Djibouti,International displacement,DJI002,Djibouti,DJI,0.626,0,0.036,0,0,0.9,0.9192364170337739,0,0.05286343612334802,0,0,3,1.95
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,0.55,0.415,0.18,0.012,0,2.1,0.47536732929991354,0.35868625756266204,0.15557476231633535,0.010371650821089023,0,3,2.55
Venezuela displacement in Dominican Republic,International displacement,DOM002,Dominican Republic,DOM,0.564,9.411,0.099,0,0,1.7,0.05598570577724836,0.9341870160810006,0.009827278141751042,0,0,2,1.85
Mixed migration flows in Algeria,International displacement,DZA002,Algeria,DZA,44.65,0,0.262,0,0,2.4,0.9941663697898112,0,0.005833630210188814,0,0,1,1.7
Sahrawi refugees in Algeria,International displacement,DZA003,Algeria,DZA,0.049,0.084,0.09,0,0,1.6,0.21973094170403587,0.37668161434977576,0.40358744394618834,0,0,3,2.3
Multiple crises in Algeria,Multiple crises country,DZA004,Algeria,DZA,44.699,0.084,0.352,0,0,2.6,0.9903400908385953,0.0018610834164174144,0.007798825744987261,0,0,1,1.8
Venezuela displacement in Ecuador,International displacement,ECU002,Ecuador,ECU,9.339,7.431,0.873,0,0,3.2,0.5293317463016494,0.42118687298078555,0.04948138071756504,0,0,2,2.6
Syrian Refugee Crisis in Egypt,International displacement,EGY002,Egypt,EGY,13.989,0,0.144,0,0,1.9,0.9898110804500106,0,0.010188919549989387,0,0,1,1.45
Complex crisis in Eritrea,Complex crisis,ERI001,Eritrea,ERI,5.009,0,1.2,0,0,3.5,0.8067321629892092,0,0.19326783701079078,0,0,3,3.25
Mixed migration flows in spain,International displacement,ESP002,Spain,ESP,11.988,0,0.134,0,0,1.9,0.9889457185282957,0,0.01105428147170434,0,0,1,1.45
Complex crisis in Ethiopia,Complex crisis,ETH001,Ethiopia,ETH,0,80.2,0.925,17.15,5.425,5,0,0.7733847637415622,0.008919961427193828,0.16538090646094503,0.05231436837029894,5,5
International Displacement,International displacement,ETH003,Ethiopia,ETH,86,16.83,0.871,0,0,3.2,0.8293153326904532,0.16229508196721312,0.008399228543876567,0,0,2,2.6
Northern Ethiopia Conflict,Conflict,ETH004,Ethiopia,ETH,0,21.1,6.499,2.5,0.401,5,0,0.6918032786885245,0.21308196721311476,0.08196721311475409,0.013147540983606557,4,4.5
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,54.4,0.9,7.2,0,0,4.8,0.8704,0.0144,0.1152,0,0,3,3.9
Flood crisis in Gambia ,Flood,GMB002,Gambia,GMB,2.448,0,0.038,0.006,0,1.1,0.9823434991974318,0,0.015248796147672551,0.002407704654895666,0,1,1.05
Mixed migration flows in Greece,International displacement,GRC002,Greece,GRC,0.245,0.141,0.019,0,0,0.5,0.6049382716049383,0.34814814814814815,0.04691358024691358,0,0,2,1.25
Complex crisis in Guatemala,Complex crisis,GTM001,Guatemala,GTM,11.4,1.9,3.8,0,0,4.3,0.6666666666666666,0.1111111111111111,0.2222222222222222,0,0,3,3.65
Complex crisis in Honduras,Complex crisis,HND001,Honduras,HND,5.4,1.2,2.8,0,0,4.1,0.574468085106383,0.1276595744680851,0.2978723404255319,0,0,3,3.55
Complex crisis in Haiti,Complex crisis,HTI001,Haiti,HTI,3.2,3.8,1.9,1.5,1,4.4,0.2807017543859649,0.3333333333333333,0.16666666666666666,0.13157894736842105,0.08771929824561403,5,4.7
Nippes Earthquake ,Earthquake,HTI002,Haiti,HTI,5.739,0.04,0.65,0,0,3,0.892673821745217,0.006221807435059885,0.10110437081972314,0,0,3,3
Displacement from Ukraine conflict in Hungary,International displacement,HUN002,Hungary,HUN,0.553,0,1.189,0,0,3.5,0.317451205510907,0,0.682548794489093,0,0,3,3.25
Papua Conflict,Conflict,IDN002,Indonesia,IDN,0,5.338,0.1,0,0,1.7,0,0.9816108863552777,0.018389113644722323,0,0,2,1.85
Conflict in Jammu and Kashmir,Conflict,IND002,India,IND,12.541,x,x,x,x,x,1,x,x,x,x,x,x
Afghan Refugees in Iran,International displacement,IRN004,Iran,IRN,21.943,0,0.78,2.1,0,4.1,0.8839785682633042,0,0.03142247109535511,0.08459896064134069,0,4,4.05
Multiple crises in Iraq,Multiple crises country,IRQ001,Iraq,IRQ,34.986,2.826,2.234,0.383,0.146,4.1,0.8622338328075709,0.06964708201892744,0.05505717665615142,0.009439077287066246,0.003598186119873817,3,3.55
Conflict  in Iraq,Conflict,IRQ002,Iraq,IRQ,35.276,2.8,2.15,0.225,0.125,4,0.8693809148264984,0.06900630914826499,0.05298698738170347,0.005545149842271294,0.0030806388012618296,3,3.5
Syrian and Palestinian refugees in iraq,International displacement,IRQ003,Iraq,IRQ,4.635,0.026,0.316,0.158,0.021,2.8,0.9,0.005048543689320388,0.06135922330097087,0.030679611650485435,0.004077669902912621,3,2.9
Mixed migration flows in Italy,International displacement,ITA002,Italy,ITA,6.506,0,0.187,0,0,2.1,0.9720603615717914,0,0.027939638428208576,0,0,1,1.55
Syrian refugees in Jordan,International displacement,JOR002,Jordan,JOR,6.869,1.062,0.622,0.155,0,3.2,0.7888148828663298,0.1219568213137345,0.07142857142857142,0.017799724391364263,0,3,3.1
Multiple crisis in Kenya ,Multiple crises country,KEN001,Kenya,KEN,2.672,9.771,3.554,1.1,0,4.4,0.15628472831490905,0.5715037725916827,0.2078727262092765,0.06433877288413171,0,4,4.2
Refugee situation in Kenya,International displacement,KEN002,Kenya,KEN,0.74,0,0.552,0,0,2.9,0.5727554179566563,0,0.42724458204334365,0,0,3,2.95
Drought in Kenya,Drought,KEN003,Kenya,KEN,2.956,9.771,3.002,1.1,0,4.4,0.17564917701586547,0.5806049081941886,0.1783825539247727,0.0653633608651732,0,4,4.2
Syrian refugees in Lebanon,International displacement,LBN002,Lebanon,LBN,0.525,4.715,0.78,0.703,0.046,3.6,0.07755946225439504,0.6965578371989954,0.11523120106367263,0.10385581326636135,0.006795686216575565,4,3.8
Socioeconomic crisis in Lebanon,Political and economic crisis,LBN004,Lebanon,LBN,0.525,3.035,1.889,1.275,0.046,4.2,0.07755946225439504,0.44836755798493133,0.27906633180676615,0.18835869404638794,0.006795686216575565,4,4.1
Complex crisis in Libya,Multiple crises country,LBY001,Libya,LBY,4.428,2.952,0.738,0.082,0,3.2,0.54,0.36,0.09,0.01,0,3,3.1
Mixed migration flows in Libya,International displacement,LBY002,Libya,LBY,7.507,0,0.693,0,0,3.1,0.9154878048780488,0,0.08451219512195123,0,0,3,3.05
Socio-economic crisis in Sri Lanka,Political and economic crisis,LKA002,Sri Lanka,LKA,0,16.456,4,1.644,0.056,4.6,0,0.7427333453692002,0.18053800324968405,0.07420111933562015,0.002527532045495577,4,4.3
Drought in Lesotho,Drought,LSO002,Lesotho,LSO,0.761,0.495,0.229,0,0,2.3,0.5124579124579125,0.3333333333333333,0.1542087542087542,0,0,3,2.65
Mixed migration flows in Morocco,International displacement,MAR002,Morocco,MAR,37.441,0,0.021,0,0,0.5,0.9994394319577171,0,0.0005605680422828466,0,0,1,0.75
DIsplacement from Ukraine conflict in Moldova,International displacement,MDA002,Moldova,MDA,0.11,0,0.573,0,0,2.9,0.16105417276720352,0,0.8389458272327965,0,0,3,2.95
Multiple crisis in Madagascar,Multiple crises country,MDG001,Madagascar,MDG,22.847,2.513,1.641,0.189,0,3.8,0.8402721588819418,0.0924236851783744,0.06035307098197867,0.006951084957705038,0,3,3.4
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,2.522,2.142,1.495,0.189,0,3.7,0.3972904851921865,0.33742911153119093,0.23550724637681159,0.029773156899810964,0,3,3.35
Tropical Cyclones Season in 2022 in Madagascar,Tropical cyclone,MDG006,Madagascar,MDG,26.673,0.371,0.146,0,0,1.9,0.9809856564913572,0.013644722324383964,0.005369621184258919,0,0,1,1.45
Multiple crisis in Mexico,Multiple crises country,MEX001,Mexico,MEX,117.806,0.607,0.092,0,0,1.6,0.9948654719881095,0.005126083064502508,0.0007769351596939551,0,0,1,1.3
Criminal Violence in Mexico,Other type of violence,MEX002,Mexico,MEX,118.044,0.379,0,0,0,0,0.9968753694664482,0.003200635060043576,0,0,0,1,0.5
Mixed Migration in Mexico,International displacement,MEX003,Mexico,MEX,113.732,0.136,0.092,0,0,1.6,0.9979905406235466,0.0011933907213871411,0.0008072937232913014,0,0,1,1.3
Complex crisis in Mali,Complex crisis,MLI001,Mali,MLI,13.951,0,3.4,2.7,0.2,4.7,0.6889042516418942,0,0.1678929435583428,0.13332674929633104,0.00987605550343193,4,4.35
Multiple crises in Myanmar,Multiple crises country,MMR001,Myanmar,MMR,20.726,20.568,2.807,9.137,2.462,5,0.37210053859964093,0.36926391382405743,0.05039497307001795,0.1640394973070018,0.04420107719928187,4,4.5
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,2.3,0,0,1.553,0,3.7,0.5967825635703166,0,0,0.40295796574987025,0,4,3.85
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,5.4,0,0.777,2.065,0.151,4.1,0.6433933039437627,0,0.09257714762301918,0.24603836530442036,0.017991183128797807,4,4.05
Post-coup conflict in Myanmar,Conflict,MMR004,Myanmar,MMR,13.025,20.568,2.03,5.519,2.311,5,0.29974915425862425,0.47333900996478956,0.046717142659885386,0.12701079327089038,0.053183899845810415,5,5
Multiple Crises in Mozambique,Multiple crises country,MOZ001,Mozambique,MOZ,9.514,8.395,2.466,0.024,0,4,0.46639541153978137,0.41153978136183145,0.1208882788371979,0.001176528261189274,0,3,3.5
Cabo Delgado Islamist Insurgency,Other type of violence,MOZ004,Mozambique,MOZ,0,8.764,1.514,0.024,0,3.6,0,0.8507086002717918,0.1469617549990293,0.0023296447291788003,0,3,3.3
2022 Tropical Cyclone Seasons in Mozambique,Tropical cyclone,MOZ008,Mozambique,MOZ,17.045,0,1.021,0,0,3.3,0.943484999446474,0,0.05651500055352596,0,0,3,3.15
Refugees from Mali in Mauritania,International displacement,MRT002,Mauritania,MRT,0,1.428,0.085,0,0,1.5,0,0.9438202247191011,0.056179775280898875,0,0,3,2.25
Food Security in Mauritania,Drought,MRT003,Mauritania,MRT,2.045,1.435,0.796,0.083,0,3.2,0.46914429915118144,0.329203945859142,0.18261069052534984,0.01904106446432668,0,3,3.1
Complex crisis in Malawi,Complex crisis,MWI002,Malawi,MWI,11.59,4.259,3.28,0,0,4.2,0.6058863505672016,0.22264624392283966,0.1714674055099587,0,0,3,3.6
Tropical Cyclone Ana in Malawi,Tropical cyclone,MWI004,Malawi,MWI,16.01,0.31,0.68,0,0,3.1,0.9417647058823531,0.018235294117647058,0.04,0,0,2,2.55
International Refugees in Malaysia,International displacement,MYS001,Malaysia,MYS,0,9.905,0.185,0,0,2.1,0,0.9816650148662042,0.018334985133795837,0,0,2,2.05
Food Security Crisis in Namibia,Food Security,NAM002,Namibia,NAM,0.964,0.836,0.632,0.119,0,3.1,0.377891023128185,0.32771462171697374,0.24774598196785574,0.046648373186985496,0,3,3.05
Multiple crises in Niger,Multiple crises country,NER001,Niger,NER,20.159,0.7,2.9,0.7,0.041,4.3,0.8228163265306122,0.02857142857142857,0.11836734693877551,0.02857142857142857,0.001673469387755102,3,3.65
Boko Haram in Niger,Conflict,NER002,Niger,NER,0,0.048,0.589,0.014,0.003,3,0,0.0732824427480916,0.899236641221374,0.021374045801526718,0.004580152671755725,3,3
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,0.799,0.45,1.599,0.304,0.057,3.8,0.24890965732087228,0.14018691588785046,0.4981308411214953,0.09470404984423676,0.017757009345794394,4,3.9
Nigerian Refugees,International displacement,NER004,Niger,NER,0.361,0.368,0.551,0.032,0.006,3,0.2738998482549317,0.27921092564491656,0.4180576631259484,0.024279210925644917,0.004552352048558422,3,3
Complex crisis in Nigeria,Complex crisis,NGA001,Nigeria,NGA,183.913,6.211,13.516,2.416,0.084,5,0.89217522072378,0.030130008731929756,0.06556709032696226,0.011720190162025808,0.0004074900553022218,3,4
Middle belt conflict,Conflict,NGA003,Nigeria,NGA,14.056,0,1.456,0.02,0,3.6,0.9049703837239248,0,0.0937419520988926,0.0012876641771825909,0,3,3.3
Boko Haram crisis in Nigeria,Conflict,NGA004,Nigeria,NGA,0,6.211,5.964,2.352,0.084,4.9,0,0.42509068510026693,0.4081856135788105,0.16097460817192527,0.00574909314899733,4,4.45
Northwest Banditry,Other type of violence,NGA007,Nigeria,NGA,29.532,0,6.018,0.044,0,4.6,0.8297137077515242,0,0.1690781895316495,0.0012361981288455594,0,3,3.8
Cameroonian Refugees in Nigeria,International displacement,NGA008,Nigeria,NGA,12.597,0,0.078,0,0,1.5,0.9938461538461538,0,0.006153846153846154,0,0,1,1.25
Socioeconomic crisis in Nicaragua,Political and economic crisis,NIC001,Nicaragua,NIC,6.051,0.15,0,0,0,0,0.9758103531688437,0.024189646831156264,0,0,0,1,0.5
Complex crisis in Pakistan,Complex crisis,PAK001,Pakistan,PAK,160.646,57.843,9.909,1.092,0,5,0.7000161227771265,0.2520512965763065,0.043178540147893796,0.004758398006004645,0,2,3.5
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,x,x,x,x,x,x,x,x,x,x,x,x,x
Floods in Pakistan ,Flood,PAK005,Pakistan,PAK,0,26.6,6.37,0.03,0,4.7,0,0.806060606060606,0.19303030303030302,0.0009090909090909091,0,3,3.85
Venezuela displacement in Panama,International displacement,PAN002,Panama,PAN,0.026,0.002,0.094,0,0,1.6,0.21311475409836064,0.01639344262295082,0.7704918032786885,0,0,3,2.3
Venezuela displacement in Peru,International displacement,PER002,Peru,PER,23.278,8.381,1.7,0,0,3.7,0.697802691927216,0.25123654785814925,0.050960760214634734,0,0,3,3.35
Multiple crises in the Philippines,Multiple crises country,PHL001,Philippines,PHL,32.764,9.646,2.504,0,0,4,0.7294667705666259,0.21476121562952244,0.055749749526884114,0,0,3,3.5
Mindanao conflict,Conflict,PHL003,Philippines,PHL,26.148,0,0.104,0,0,1.7,0.9960383970745086,0,0.003961602925491391,0,0,1,1.35
Typhoon RAI,Tropical cyclone,PHL010,Philippines,PHL,6.616,9.646,2.4,0,0,4,0.3545172007287536,0.5168792198049512,0.12860357946629514,0,0,3,3.5
Displacement from Ukraine conflict in Poland,International displacement,POL002,Poland,POL,0.333,0,5.439,0,0,4.6,0.057692307692307696,0,0.9423076923076923,0,0,3,3.8
Complex crisis in DPRK,Complex crisis,PRK001,DPRK,PRK,0,15.12,4.97,5.459,0,5,0,0.5891062105509234,0.19364139328294241,0.21269383620353777,0,4,4.5
Conflict in Palestine,Conflict,PSE002,Palestine,PSE,0.643,2.356,2.035,0.321,0,4,0.12007469654528478,0.4399626517273576,0.38001867413632123,0.05994397759103642,0,4,4
Regional Boko Haram Crisis,Regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",3.49,6.212,6.409,3.452,0.911,5,0.17046009573117124,0.30340920191462345,0.3130311614730878,0.16860408322750806,0.04449545765360945,4,4.5
Venezuela Regional Crisis,Regional crisis,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",149.809,37.651,26.943,0,0,5,0.6987294894637177,0.17560936931558474,0.12566580535629332,0,0,3,4
Regional Kashmir conflict,Regional crisis,REG003,"India,Pakistan","IND,PAK",x,x,x,x,x,x,x,x,x,x,x,x,x
Syrian Regional Crisis,Regional crisis,REG004,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",57.041,23.229,15.632,6.318,0.127,5,0.5573458141170953,0.22696982724927695,0.15273977956695067,0.061732978972875795,0.0012409129992964902,4,4.5
Eastern Mediterranean Route ,Regional crisis,REG006,"Turkey,Greece","TUR,GRC",25.389,10.254,1.662,0.732,0,4,0.6674816625916871,0.26957961984383627,0.04369429765754397,0.019244419906932722,0,3,3.5
Central Mediterranean Route,Regional crisis,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",71.008,0,1.154,0,0,3.4,0.9840082037637538,0,0.015991796236246223,0,0,1,2.2
Western Mediterranean Route,Regional crisis,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",94.082,0,0.417,0,0,2.7,0.9955872548915862,0,0.004412745108413846,0,0,1,1.85
Rohingya Regional Crisis,Regional crisis,REG011,"Bangladesh,Myanmar","BGD,MMR",2.3,0,1.478,1.553,0,4.1,0.43135783945986494,0,0.27719429857464367,0.2912603150787697,0,4,4.05
Southern Africa Regional Food Security Crisis,Regional crisis,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",30.282,17.017,14.01,1.393,0,5,0.4829511020382125,0.2713948518388568,0.22343784887244425,0.022216197250486427,0,3,4
Nagorno-Karabakh Conflict,Regional crisis,REG013,"Armenia,Azerbaijan","ARM,AZE",1.593,2.833,0.027,0,0,0.7,0.3578167115902965,0.6363432165318957,0.006064690026954178,0,0,2,1.35
Eastern Africa Regional Drought Crisis,Regional crisis,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",57.258,30.048,6.591,1.184,0,4.8,0.6022023327478676,0.31602528370547217,0.06931984308116237,0.012452540465497838,0,3,3.9
Displacement from Ukraine conflict in Romania,International displacement,ROU002,Romania,ROU,5.05,0,1.044,0,0,3.4,0.8286839514276337,0,0.17131604857236626,0,0,3,3.2
Burundi and DRC refugees in Rwanda,International displacement,RWA002,Rwanda,RWA,2.242,0,0.127,0,0,1.8,0.9463908822287885,0,0.05360911777121148,0,0,3,2.4
Complex crisis in Sudan,Multiple crises country,SDN001,Sudan,SDN,17.9,15.8,6.2,6.2,1.9,5,0.3729166666666667,0.32916666666666666,0.12916666666666668,0.12916666666666668,0.03958333333333333,4,4.5
Refugees in Sudan,International displacement,SDN005,Sudan,SDN,0,11.86,1.147,0,0,3.4,0,0.9118167140770355,0.08818328592296455,0,0,3,3.2
Violence in Darfur and Kordofan regions,Other type of violence,SDN008,Sudan,SDN,3.379,5.725,2.98,4.16,0.9,4.8,0.1970951936537564,0.3339360709286048,0.17382174521698554,0.24265048996733551,0.052496500233317776,5,4.9
Drought in Senegal,Drought,SEN002,Senegal,SEN,12.806,3.681,0.757,0.013,0,3.1,0.7420326804960019,0.21329238613976126,0.043863715378375245,0.0007532738440143702,0,2,2.55
Complex crisis in El Salvador,Complex crisis,SLV001,El Salvador,SLV,3.5,1.5,1.7,0,0,3.7,0.5223880597014925,0.22388059701492538,0.2537313432835821,0,0,3,3.35
Complex crisis in Somalia,Complex crisis,SOM001,Somalia,SOM,0.019,8,5.915,1.74,0.081,4.8,0.0012059663598857505,0.5077753094255791,0.37543636940653763,0.11044112980006347,0.0051412250079339895,4,4.4
Mixed Migration Flows in Somalia,International displacement,SOM002,Somalia,SOM,2.305,0,0.033,0,0,0.9,0.985885372112917,0,0.014114627887082978,0,0,1,0.95
Complex crisis in South Sudan,Complex crisis,SSD001,South Sudan,SSD,0,3.5,6.497,1.424,0.979,4.9,0,0.28225806451612906,0.5239516129032258,0.11483870967741935,0.0789516129032258,5,4.95
Displacement from Ukraine conflict in Slovakia,International displacement,SVK002,Slovakia,SVK,1.571,0,0.69,0,0,3.1,0.6948252985404688,0,0.3051747014595312,0,0,3,3.05
Food Security Crisis in Eswatini,Food Security,SWZ001,Eswatini,SWZ,0.56,0.432,0.169,0.014,0,2.1,0.4765957446808511,0.3676595744680851,0.14382978723404255,0.011914893617021277,0,3,2.55
Syrian conflict,Complex crisis,SYR001,Syria,SYR,0,7.14,9.6,4.9,0.06,5,0,0.32903225806451614,0.4423963133640553,0.22580645161290322,0.0027649769585253456,4,4.5
Complex crisis in Chad,Multiple crises country,TCD001,Chad,TCD,9.175,1.207,0.715,1.91,3.525,4.6,0.5462284931833066,0.07185806989343335,0.042567125081859856,0.11371078168720605,0.20985890337560278,5,4.8
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,0.277,0,0,0,0.827,3.2,0.2509057971014493,0,0,0,0.7490942028985508,5,4.1
CAR refugees in Chad,International displacement,TCD004,Chad,TCD,1.939,0,0,0,1.248,3.5,0.608409162221525,0,0,0,0.39159083777847503,5,4.25
Darfur refugees in Chad,International displacement,TCD005,Chad,TCD,1.167,0,0,0.631,0.65,3.5,0.47671568627450983,0,0,0.2577614379084967,0.26552287581699346,5,4.25
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,0,0.02,0.011,0.006,0.001,0.4,0,0.5263157894736842,0.2894736842105263,0.15789473684210525,0.02631578947368421,4,2.2
Multiple situations in Thailand,Multiple crises country,THA001,Thailand,THA,3.709,0,0.091,0,0,1.6,0.9760526315789474,0,0.02394736842105263,0,0,1,1.3
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,3.458,x,x,x,x,x,1,x,x,x,x,x,x
Myanmar refugees in Thailand,International displacement,THA003,Thailand,THA,0.252,0,0.091,0,0,1.6,0.7346938775510204,0,0.2653061224489796,0,0,3,2.3
Tonga Volcano Eruption,Volcano,TON002,Tonga,TON,0.02,0.082,0.002,0,0,0,0.19047619047619047,0.780952380952381,0.01904761904761905,0,0,2,1
Venezuelan refugees in Trinidad and Tobago,International displacement,TTO002,Trinidad and Tobago,TTO,1.191,0.177,0.035,0,0,0.9,0.8488952245188881,0.1261582323592302,0.024946543121881683,0,0,2,1.45
Mixed migration flows in Tunisia,International displacement,TUN002,Tunisia,TUN,12.345,0,0.012,0,0,0.1,0.9990288905074047,0,0.0009711094925952901,0,0,1,0.55
Complex situation in Turkey,Multiple crises country,TUR001,Turkey,TUR,46.556,1.607,1.643,0.794,0,4,0.9200790513833992,0.03175889328063241,0.032470355731225295,0.015691699604743082,0,2,3
Syrian Refugees in Turkey,International displacement,TUR002,Turkey,TUR,24.006,10.107,1.643,0.402,0,3.9,0.6639194645721556,0.2795232037170197,0.04543946014713203,0.011117871563692682,0,3,3.45
Mixed Migration Flows in Turkey,International displacement,TUR003,Turkey,TUR,25.082,10.107,1.643,0.794,0,4,0.6666135119332377,0.2686174453835114,0.04366661351193324,0.021102429171317705,0,3,3.5
